Word,Gender,Number,Lemma
néo-poujadiste,masculine,singular,néo-poujadiste
néo-protectionnistes,invariable,plural,néo-protectionniste
néo-roman,masculine,singular,néo-roman
néo-romans,masculine,plural,néo-roman
néo-romane,feminine,singular,néo-roman
néo-romanes,feminine,plural,néo-roman
néo-romantiques,invariable,plural,néo-romantique
néo-réalistes,invariable,plural,néo-réaliste
néo-testamentaire,invariable,singular,néo-testamentaire
néo-testamentaires,invariable,plural,néo-testamentaire
néo-vasculaire,invariable,singular,néo-vasculaire
néo-vasculaires,invariable,plural,néo-vasculaire
néo-zélandaise,feminine,singular,néo-zélandais
néo-zélandaises,feminine,plural,néo-zélandais
néo-zélandais,masculine,invariable,néo-zélandais
néoantique,invariable,singular,néoantique
néoantiques,invariable,plural,néoantique
néoattique,invariable,singular,néoattique
néoattiques,invariable,plural,néoattique
néo-babylonien,masculine,singular,néobabylonien
néoberkeleyien,masculine,singular,néoberkeleyien
néocalédonien,masculine,singular,néocalédonien
néocalédoniens,masculine,plural,néocalédonien
néocalédonienne,feminine,singular,néocalédonien
néocalédoniennes,feminine,plural,néocalédonien
néo-canadiens,masculine,plural,néocanadien
néocapitaliste,invariable,singular,néocapitaliste
néocatholique,invariable,singular,néocatholique
néocatholiques,invariable,plural,néocatholique
néoceltiques,invariable,plural,néoceltique
néochrétien,masculine,singular,néochrétien
néo-chrétienne,feminine,singular,néochrétien
néoclassique,invariable,singular,néoclassique
néocolonial,masculine,singular,néocolonial
néocoloniaux,masculine,plural,néocolonial
néocoloniale,feminine,singular,néocolonial
néocoloniales,feminine,plural,néocolonial
néocolonialistes,invariable,plural,néocolonialiste
néocomien,masculine,singular,néocomien
néocomiens,masculine,plural,néocomien
néocomienne,feminine,singular,néocomien
néocomiennes,feminine,plural,néocomien
néocommuniste,invariable,singular,néocommuniste
néocommunistes,invariable,plural,néocommuniste
néoconfucianiste,invariable,singular,néoconfucianiste
néoconfucianistes,invariable,plural,néoconfucianiste
néoconservateur,masculine,singular,néoconservateur
néoconservateurs,masculine,plural,néoconservateur
néoconservatrice,feminine,singular,néoconservateur
néoconservatrices,feminine,plural,néoconservateur
néocore,invariable,singular,néocore
néocores,invariable,plural,néocore
néocortical,masculine,singular,néocortical
néocorticaux,masculine,plural,néocortical
néocorticale,feminine,singular,néocortical
néocorticales,feminine,plural,néocortical
néocriticistes,invariable,plural,néocriticiste
néocrétacique,masculine,singular,néocrétacique
néocrétacé,masculine,singular,néocrétacé
néo-cubistes,invariable,plural,néocubiste
néodadaïste,invariable,singular,néodadaïste
néodadaïstes,invariable,plural,néodadaïste
néodarwinien,masculine,singular,néodarwinien
néodarwiniens,masculine,plural,néodarwinien
néodarwinienne,feminine,singular,néodarwinien
néodarwiniennes,feminine,plural,néodarwinien
néodarwiniste,invariable,singular,néodarwiniste
néodarwinistes,invariable,plural,néodarwiniste
néofolklorique,invariable,singular,néofolklorique
néofolkloriques,invariable,plural,néofolklorique
néoformé,masculine,singular,néoformé
néoformés,masculine,plural,néoformé
néoformée,feminine,singular,néoformé
néo-formées,feminine,plural,néoformé
néognathe,invariable,singular,néognathe
néognathes,invariable,plural,néognathe
néogrammairien,masculine,singular,néogrammairien
néogrammairiens,masculine,plural,néogrammairien
néogrammairienne,feminine,singular,néogrammairien
néogrammairiennes,feminine,plural,néogrammairien
néogrec,masculine,singular,néogrec
néogrecque,feminine,singular,néogrec
néogène,invariable,singular,néogène
néogènes,invariable,plural,néogène
néo-hittite,invariable,singular,néohittite
néohébridaise,feminine,singular,néohébridais
néohébridaises,feminine,plural,néohébridais
néohébridais,masculine,invariable,néohébridais
néohégélien,masculine,singular,néohégélien
néohégéliens,masculine,plural,néohégélien
néo-hégélienne,feminine,singular,néohégélien
néohégéliennes,feminine,plural,néohégélien
néokantien,masculine,singular,néokantien
néokantiens,masculine,plural,néokantien
néokantienne,feminine,singular,néokantien
néokantiennes,feminine,plural,néokantien
néo-keynésien,masculine,singular,néokeynésien
néo-keynésiens,masculine,plural,néokeynésien
néo-keynésienne,feminine,singular,néokeynésien
néolamarckien,masculine,singular,néolamarckien
néolamarckiens,masculine,plural,néolamarckien
néo-lamarckienne,feminine,singular,néolamarckien
néolamarckiennes,feminine,plural,néolamarckien
néolatin,masculine,singular,néolatin
néolatins,masculine,plural,néolatin
néolatine,feminine,singular,néolatin
néolatines,feminine,plural,néolatin
néolibérale,feminine,singular,néolibéral
néolithique,invariable,singular,néolithique
néolithiques,invariable,plural,néolithique
néolocal,masculine,singular,néolocal
néolocaux,masculine,plural,néolocal
néo-locale,feminine,singular,néolocal
néolocales,feminine,plural,néolocal
néologique,invariable,singular,néologique
néologiques,invariable,plural,néologique
néologue,invariable,singular,néologue
néologues,invariable,plural,néologue
néomalthusien,masculine,singular,néomalthusien
néomalthusiens,masculine,plural,néomalthusien
néo-malthusienne,feminine,singular,néomalthusien
néomalthusiennes,feminine,plural,néomalthusien
néo-manichéen,masculine,singular,néomanichéen
néo-manichéens,masculine,plural,néomanichéen
néomaoïste,invariable,singular,néomaoïste
néomaoïstes,invariable,plural,néomaoïste
néomercantiliste,invariable,singular,néomercantiliste
néomercantilistes,invariable,plural,néomercantiliste
néonatal,masculine,singular,néonatal
néonataux,masculine,plural,néonatal
néonatale,feminine,singular,néonatal
néonatalogique,invariable,singular,néonatalogique
néonatalogiques,invariable,plural,néonatalogique
néonazie,feminine,singular,néonazi
néopentylique,invariable,singular,néopentylique
néopentyliques,invariable,plural,néopentylique
néophobique,invariable,singular,néophobique
néophobiques,invariable,plural,néophobique
néophyte,invariable,singular,néophyte
néophytes,invariable,plural,néophyte
néoplasique,invariable,singular,néoplasique
néoplasiques,invariable,plural,néoplasique
néoplastique,invariable,singular,néoplastique
néoplastiques,invariable,plural,néoplastique
néoplatonicienne,feminine,singular,néoplatonicien
néoplatoniciennes,feminine,plural,néoplatonicien
néopositiviste,invariable,singular,néopositiviste
néoprimitiviste,invariable,singular,néoprimitiviste
néoprimitivistes,invariable,plural,néoprimitiviste
néoprotectionniste,invariable,singular,néoprotectionniste
néoprotectionnistes,invariable,plural,néoprotectionniste
néo-provencales,feminine,plural,néoprovencal
néoptile,invariable,singular,néoptile
néoptiles,invariable,plural,néoptile
néoptère,invariable,singular,néoptère
néoptères,invariable,plural,néoptère
néopythagoricien,masculine,singular,néopythagoricien
néopythagoriciens,masculine,plural,néopythagoricien
néopythagoricienne,feminine,singular,néopythagoricien
néopythagoriciennes,feminine,plural,néopythagoricien
néoroman,masculine,singular,néoroman
néoromans,masculine,plural,néoroman
néoromane,feminine,singular,néoroman
néoromanes,feminine,plural,néoroman
néoromantiques,invariable,plural,néoromantique
néorural,masculine,singular,néorural
néoruraux,masculine,plural,néorural
néorurale,feminine,singular,néorural
néorurales,feminine,plural,néorural
néoréalistes,invariable,plural,néoréaliste
néostalinien,masculine,singular,néostalinien
néostaliniens,masculine,plural,néostalinien
néostalinienne,feminine,singular,néostalinien
néostaliniennes,feminine,plural,néostalinien
néotestamentaire,invariable,singular,néotestamentaire
néotestamentaires,invariable,plural,néotestamentaire
néothomiste,invariable,singular,néothomiste
néothomistes,invariable,plural,néothomiste
néototalitaire,invariable,singular,néototalitaire
néototalitaires,invariable,plural,néototalitaire
néotropical,masculine,singular,néotropical
néotropicaux,masculine,plural,néotropical
néotropicale,feminine,singular,néotropical
néotropicales,feminine,plural,néotropical
néoténique,invariable,singular,néoténique
néoténiques,invariable,plural,néoténique
néovasculaire,invariable,singular,néovasculaire
néovasculaires,invariable,plural,néovasculaire
néovitaliste,invariable,singular,néovitaliste
néovitalistes,invariable,plural,néovitaliste
néozoique,masculine,singular,néozoique
néozoïque,invariable,singular,néozoïque
néozoïques,invariable,plural,néozoïque
néozélandaise,feminine,singular,néozélandais
néozélandaises,feminine,plural,néozélandais
néozélandais,masculine,invariable,néozélandais
népalaise,feminine,singular,népalais
népalaises,feminine,plural,népalais
népalais,masculine,invariable,népalais
néphridique,invariable,singular,néphridique
néphridiques,invariable,plural,néphridique
néphrogène,invariable,singular,néphrogène
néphrogènes,invariable,plural,néphrogène
néphrologique,invariable,singular,néphrologique
néphrologiques,invariable,plural,néphrologique
néphropathique,invariable,singular,néphropathique
néphropathiques,invariable,plural,néphropathique
néphrosclérotique,invariable,singular,néphrosclérotique
néphrosclérotiques,invariable,plural,néphrosclérotique
néphrotique,invariable,singular,néphrotique
néphrotiques,invariable,plural,néphrotique
néphrotoxique,invariable,singular,néphrotoxique
néphrotoxiques,invariable,plural,néphrotoxique
néphroïde,masculine,singular,néphroïde
néphrétique,invariable,singular,néphrétique
néphrétiques,invariable,plural,néphrétique
néphélescopique,masculine,singular,néphélescopique
néphélinique,invariable,singular,néphélinique
néphéliniques,invariable,plural,néphélinique
néphélémétrique,masculine,singular,néphélémétrique
népoticide,masculine,singular,népoticide
népérien,masculine,singular,népérien
népériens,masculine,plural,népérien
népérienne,feminine,singular,népérien
népériennes,feminine,plural,népérien
néreuse,feminine,singular,néreux
néreuses,feminine,plural,néreux
néreux,masculine,invariable,néreux
néritique,invariable,singular,néritique
néritiques,invariable,plural,néritique
néronien,masculine,singular,néronien
néroniens,masculine,plural,néronien
néronienne,feminine,singular,néronien
néroniennes,feminine,plural,néronien
névralgifié,masculine,singular,névralgifié
névralgiforme,masculine,singular,névralgiforme
névralgique,invariable,singular,névralgique
névralgiques,invariable,plural,névralgique
névramphipétale,masculine,singular,névramphipétale
névraxitique,invariable,singular,névraxitique
névraxitiques,invariable,plural,névraxitique
névritique,invariable,singular,névritique
névritiques,invariable,plural,névritique
névrobalistique,invariable,singular,névrobalistique
névrobalistiques,invariable,plural,névrobalistique
névroglial,masculine,singular,névroglial
névrogliaux,masculine,plural,névroglial
névrogliale,feminine,singular,névroglial
névrogliales,feminine,plural,névroglial
névroglique,invariable,singular,névroglique
névrogliques,invariable,plural,névroglique
névrologique,masculine,singular,névrologique
névropathe,invariable,singular,névropathe
névropathes,invariable,plural,névropathe
névropathique,invariable,singular,névropathique
névropathiques,invariable,plural,névropathique
névroptère,invariable,singular,névroptère
névroptères,invariable,plural,névroptère
névrosant,masculine,singular,névrosant
névrosants,masculine,plural,névrosant
névrosante,feminine,singular,névrosant
névrosantes,feminine,plural,névrosant
névrosifié,masculine,singular,névrosifié
névrosthénique,invariable,singular,névrosthénique
névrosthéniques,invariable,plural,névrosthénique
névrosé,masculine,singular,névrosé
névrosés,masculine,plural,névrosé
névrosée,feminine,singular,névrosé
névrosées,feminine,plural,névrosé
névrotique,invariable,singular,névrotique
névrotiques,invariable,plural,névrotique
névrotomisé,masculine,singular,névrotomisé
nîmoise,feminine,singular,nîmois
nîmoises,feminine,plural,nîmois
nîmois,masculine,invariable,nîmois
nôtre,invariable,singular,nôtre
nôtres,invariable,plural,nôtre
o.r.l,masculine,singular,o.r.l
oasien,masculine,singular,oasien
oasiens,masculine,plural,oasien
oasienne,feminine,singular,oasien
oasiennes,feminine,plural,oasien
oaxaquénien,masculine,singular,oaxaquénien
oaxaquéniens,masculine,plural,oaxaquénien
oaxaquénienne,feminine,singular,oaxaquénien
oaxaquéniennes,feminine,plural,oaxaquénien
obien,masculine,singular,obien
obituaire,invariable,singular,obituaire
obituaires,invariable,plural,obituaire
objectable,invariable,singular,objectable
objectables,invariable,plural,objectable
objectal,masculine,singular,objectal
objectaux,masculine,plural,objectal
objectale,feminine,singular,objectal
objectales,feminine,plural,objectal
objectif,masculine,singular,objectif
objectifs,masculine,plural,objectif
objective,feminine,singular,objectif
objectives,feminine,plural,objectif
objectionnable,invariable,singular,objectionnable
objectionnables,invariable,plural,objectionnable
objectivable,invariable,singular,objectivable
objectivables,invariable,plural,objectivable
objectivant,masculine,singular,objectivant
objectiviste,invariable,singular,objectiviste
objectivistes,invariable,plural,objectiviste
objectivisé,masculine,singular,objectivisé
objectivisés,masculine,plural,objectivisé
objectivisée,feminine,singular,objectivisé
objectivisées,feminine,plural,objectivisé
objectivé,masculine,singular,objectivé
objectivés,masculine,plural,objectivé
objectivée,feminine,singular,objectivé
objectivées,feminine,plural,objectivé
objecté,masculine,singular,objecté
objectés,masculine,plural,objecté
objectée,feminine,singular,objecté
objectées,feminine,plural,objecté
objurgatif,masculine,singular,objurgatif
oblatif,masculine,singular,oblatif
oblatifs,masculine,plural,oblatif
oblative,feminine,singular,oblatif
oblatives,feminine,plural,oblatif
obligataire,invariable,singular,obligataire
obligataires,invariable,plural,obligataire
obligatif,masculine,singular,obligatif
obligatifs,masculine,plural,obligatif
obligative,feminine,singular,obligatif
obligatives,feminine,plural,obligatif
obligationnel,masculine,singular,obligationnel
obligationnels,masculine,plural,obligationnel
obligationnelle,feminine,singular,obligationnel
obligationnelles,feminine,plural,obligationnel
obligatoire,invariable,singular,obligatoire
obligatoires,invariable,plural,obligatoire
obligeant,masculine,singular,obligeant
obligeants,masculine,plural,obligeant
obligeante,feminine,singular,obligeant
obligeantes,feminine,plural,obligeant
obligé,masculine,singular,obligé
obligés,masculine,plural,obligé
obligée,feminine,singular,obligé
obligées,feminine,plural,obligé
obliquangle,invariable,singular,obliquangle
obliquangles,invariable,plural,obliquangle
oblique,invariable,singular,oblique
obliques,invariable,plural,oblique
oblitérant,masculine,singular,oblitérant
oblitérants,masculine,plural,oblitérant
oblitérante,feminine,singular,oblitérant
oblitérantes,feminine,plural,oblitérant
oblitérateur,masculine,singular,oblitérateur
oblitérateurs,masculine,plural,oblitérateur
oblitératrice,feminine,singular,oblitérateur
oblitératrices,feminine,plural,oblitérateur
oblitéré,masculine,singular,oblitéré
oblitérés,masculine,plural,oblitéré
oblitérée,feminine,singular,oblitéré
oblitérées,feminine,plural,oblitéré
oblong,masculine,singular,oblong
oblongs,masculine,plural,oblong
oblongue,feminine,singular,oblong
oblongues,feminine,plural,oblong
obnubilant,masculine,singular,obnubilant
obnubilants,masculine,plural,obnubilant
obnubilante,feminine,singular,obnubilant
obnubilantes,feminine,plural,obnubilant
obnubilé,masculine,singular,obnubilé
obnubilés,masculine,plural,obnubilé
obnubilée,feminine,singular,obnubilé
obnubilées,feminine,plural,obnubilé
obombré,masculine,singular,obombré
obombrés,masculine,plural,obombré
obombrée,feminine,singular,obombré
obombrées,feminine,plural,obombré
obreptice,invariable,singular,obreptice
obreptices,invariable,plural,obreptice
obscur,masculine,singular,obscur
obscurs,masculine,plural,obscur
obscure,feminine,singular,obscur
obscures,feminine,plural,obscur
obscurant,masculine,singular,obscurant
obscurantiste,invariable,singular,obscurantiste
obscurantistes,invariable,plural,obscurantiste
obscurci,masculine,singular,obscurci
obscurcis,masculine,plural,obscurci
obscurcie,feminine,singular,obscurci
obscurcies,feminine,plural,obscurci
obscurcissant,masculine,singular,obscurcissant
obscuré,masculine,singular,obscuré
obscène,invariable,singular,obscène
obscènes,invariable,plural,obscène
observable,invariable,singular,observable
observables,invariable,plural,observable
observant,masculine,singular,observant
observants,masculine,plural,observant
observante,feminine,singular,observant
observantes,feminine,plural,observant
observantin,masculine,singular,observantin
observateur,masculine,singular,observateur
observateurs,masculine,plural,observateur
observatrice,feminine,singular,observateur
observatrices,feminine,plural,observateur
observationnel,masculine,singular,observationnel
observationnels,masculine,plural,observationnel
observationnelle,feminine,singular,observationnel
observationnelles,feminine,plural,observationnel
observé,masculine,singular,observé
observés,masculine,plural,observé
observée,feminine,singular,observé
observées,feminine,plural,observé
obsesseur,masculine,singular,obsesseur
obsesseurs,masculine,plural,obsesseur
obsessif,masculine,singular,obsessif
obsessifs,masculine,plural,obsessif
obsessive,feminine,singular,obsessif
obsessives,feminine,plural,obsessif
obsessionnant,masculine,singular,obsessionnant
obsessionnel,masculine,singular,obsessionnel
obsessionnels,masculine,plural,obsessionnel
obsessionnelle,feminine,singular,obsessionnel
obsessionnelles,feminine,plural,obsessionnel
obsessivement,masculine,singular,obsessivement
obsidional,masculine,singular,obsidional
obsidionaux,masculine,plural,obsidional
obsidionale,feminine,singular,obsidional
obsidionales,feminine,plural,obsidional
obsolescent,masculine,singular,obsolescent
obsolescents,masculine,plural,obsolescent
obsolescente,feminine,singular,obsolescent
obsolescentes,feminine,plural,obsolescent
obsolète,invariable,singular,obsolète
obsolètes,invariable,plural,obsolète
obstineux,masculine,singular,obstineux
obstiné,masculine,singular,obstiné
obstinés,masculine,plural,obstiné
obstinée,feminine,singular,obstiné
obstinées,feminine,plural,obstiné
obstruant,masculine,singular,obstruant
obstructif,masculine,singular,obstructif
obstructifs,masculine,plural,obstructif
obstructive,feminine,singular,obstructif
obstructives,feminine,plural,obstructif
obstructionnel,masculine,singular,obstructionnel
obstructionnels,masculine,plural,obstructionnel
obstructionnelle,feminine,singular,obstructionnel
obstructionnelles,feminine,plural,obstructionnel
obstructionniste,invariable,singular,obstructionniste
obstructionnistes,invariable,plural,obstructionniste
obstrué,masculine,singular,obstrué
obstrués,masculine,plural,obstrué
obstruée,feminine,singular,obstrué
obstruées,feminine,plural,obstrué
obstétrical,masculine,singular,obstétrical
obstétricaux,masculine,plural,obstétrical
obstétricale,feminine,singular,obstétrical
obstétricales,feminine,plural,obstétrical
obstétrique,invariable,singular,obstétrique
obstétriques,invariable,plural,obstétrique
obsédant,masculine,singular,obsédant
obsédants,masculine,plural,obsédant
obsédante,feminine,singular,obsédant
obsédantes,feminine,plural,obsédant
obsédé,masculine,singular,obsédé
obsédés,masculine,plural,obsédé
obsédée,feminine,singular,obsédé
obsédées,feminine,plural,obsédé
obséquent,masculine,singular,obséquent
obséquents,masculine,plural,obséquent
obséquente,feminine,singular,obséquent
obséquentes,feminine,plural,obséquent
obséquieuse,feminine,singular,obséquieux
obséquieuses,feminine,plural,obséquieux
obséquieux,masculine,invariable,obséquieux
obtenable,invariable,singular,obtenable
obtenables,invariable,plural,obtenable
obtenteur,masculine,singular,obtenteur
obtenteurs,masculine,plural,obtenteur
obtentrice,feminine,singular,obtenteur
obtentrices,feminine,plural,obtenteur
obtenu,masculine,singular,obtenu
obtenus,masculine,plural,obtenu
obtenue,feminine,singular,obtenu
obtenues,feminine,plural,obtenu
obturable,invariable,singular,obturable
obturables,invariable,plural,obturable
obturant,masculine,singular,obturant
obturants,masculine,plural,obturant
obturante,feminine,singular,obturant
obturantes,feminine,plural,obturant
obturateur,masculine,singular,obturateur
obturateurs,masculine,plural,obturateur
obturatrice,feminine,singular,obturateur
obturatrices,feminine,plural,obturateur
obturé,masculine,singular,obturé
obturés,masculine,plural,obturé
obturée,feminine,singular,obturé
obturées,feminine,plural,obturé
obtuse,feminine,singular,obtus
obtuses,feminine,plural,obtus
obtus,masculine,invariable,obtus
obtusangle,invariable,singular,obtusangle
obtusangles,invariable,plural,obtusangle
obvie,invariable,singular,obvie
obvies,invariable,plural,obvie
obèse,invariable,singular,obèse
obèses,invariable,plural,obèse
obédienciel,masculine,singular,obédienciel
obédienciels,masculine,plural,obédienciel
obédiencielle,feminine,singular,obédienciel
obédiencielles,feminine,plural,obédienciel
obédient,masculine,singular,obédient
obédientiel,masculine,singular,obédientiel
obédientiels,masculine,plural,obédientiel
obédientielle,feminine,singular,obédientiel
obédientielles,feminine,plural,obédientiel
obéi,masculine,singular,obéi
obéis,masculine,plural,obéi
obéie,feminine,singular,obéi
obéies,feminine,plural,obéi
obéissant,masculine,singular,obéissant
obéissants,masculine,plural,obéissant
obéissante,feminine,singular,obéissant
obéissantes,feminine,plural,obéissant
obéliscal,masculine,singular,obéliscal
obéliscaux,masculine,plural,obéliscal
obéliscale,feminine,singular,obéliscal
obéliscales,feminine,plural,obéliscal
obéré,masculine,singular,obéré
obérés,masculine,plural,obéré
obérée,feminine,singular,obéré
obérées,feminine,plural,obéré
obésifuge,masculine,singular,obésifuge
obésigène,masculine,singular,obésigène
occamiste,invariable,singular,occamiste
occamistes,invariable,plural,occamiste
occase,invariable,singular,occase
occases,invariable,plural,occase
occasionaliste,invariable,singular,occasionaliste
occasionalistes,invariable,plural,occasionaliste
occasionnaliste,invariable,singular,occasionnaliste
occasionnalistes,invariable,plural,occasionnaliste
occasionnel,masculine,singular,occasionnel
occasionnels,masculine,plural,occasionnel
occasionnelle,feminine,singular,occasionnel
occasionnelles,feminine,plural,occasionnel
occasionné,masculine,singular,occasionné
occasionnés,masculine,plural,occasionné
occasionnée,feminine,singular,occasionné
occasionnées,feminine,plural,occasionné
occidental,masculine,singular,occidental
occidentaux,masculine,plural,occidental
occidentale,feminine,singular,occidental
occidentales,feminine,plural,occidental
occidentaliste,invariable,singular,occidentaliste
occidentalistes,invariable,plural,occidentaliste
occidentalisé,masculine,singular,occidentalisé
occidentalisés,masculine,plural,occidentalisé
occidentalisée,feminine,singular,occidentalisé
occidentalisées,feminine,plural,occidentalisé
occipital,masculine,singular,occipital
occipitaux,masculine,plural,occipital
occipitale,feminine,singular,occipital
occipitales,feminine,plural,occipital
occipito-atloïdien,masculine,singular,occipito-atloïdien
occipito-atloïdiens,masculine,plural,occipito-atloïdien
occipito-aurien,masculine,singular,occipito-aurien
occipito-axoïdien,masculine,singular,occipito-axoïdien
occipito-bregmatique,masculine,singular,occipito-bregmatique
occipito-cervical,masculine,singular,occipito-cervical
occipito-frontales,feminine,plural,occipito-frontal
occipito-mastoïdien,masculine,singular,occipito-mastoïdien
occipito-mentonnier,masculine,singular,occipito-mentonnier
occipito-pariétal,masculine,singular,occipito-pariétal
occipito-pubiennes,feminine,plural,occipito-pubien
occipito-vertébral -ale,masculine,singular,occipito-vertébral -ale
occise,feminine,singular,occis
occises,feminine,plural,occis
occis,masculine,invariable,occis
occitan,masculine,singular,occitan
occitans,masculine,plural,occitan
occitane,feminine,singular,occitan
occitanes,feminine,plural,occitan
occitanien,masculine,singular,occitanien
occitaniens,masculine,plural,occitanien
occitanienne,feminine,singular,occitanien
occitaniennes,feminine,plural,occitanien
occitanique,masculine,singular,occitanique
occitaniste,invariable,singular,occitaniste
occitanistes,invariable,plural,occitaniste
occitanophone,masculine,singular,occitanophone
occluse,feminine,singular,occlus
occluses,feminine,plural,occlus
occlus,masculine,invariable,occlus
occlusal,masculine,singular,occlusal
occlusaux,masculine,plural,occlusal
occlusale,feminine,singular,occlusal
occlusales,feminine,plural,occlusal
occlusif,masculine,singular,occlusif
occlusifs,masculine,plural,occlusif
occlusive,feminine,singular,occlusif
occlusives,feminine,plural,occlusif
occultable,invariable,singular,occultable
occultables,invariable,plural,occultable
occulte,invariable,singular,occulte
occultes,invariable,plural,occulte
occultiste,invariable,singular,occultiste
occultistes,invariable,plural,occultiste
occulté,masculine,singular,occulté
occultés,masculine,plural,occulté
occultée,feminine,singular,occulté
occultées,feminine,plural,occulté
occupable,masculine,singular,occupable
occupant,masculine,singular,occupant
occupants,masculine,plural,occupant
occupante,feminine,singular,occupant
occupantes,feminine,plural,occupant
occupationnel,masculine,singular,occupationnel
occupationnels,masculine,plural,occupationnel
occupationnelle,feminine,singular,occupationnel
occupationnelles,feminine,plural,occupationnel
occupé,masculine,singular,occupé
occupés,masculine,plural,occupé
occupée,feminine,singular,occupé
occupées,feminine,plural,occupé
occurrent,masculine,singular,occurrent
occurrents,masculine,plural,occurrent
occurrente,feminine,singular,occurrent
occurrentes,feminine,plural,occurrent
ocellaire,invariable,singular,ocellaire
ocellaires,invariable,plural,ocellaire
ocelligère,masculine,singular,ocelligère
ocellé,masculine,singular,ocellé
ocellés,masculine,plural,ocellé
ocellée,feminine,singular,ocellé
ocellées,feminine,plural,ocellé
ochracé,masculine,singular,ochracé
ochracés,masculine,plural,ochracé
ochracée,feminine,singular,ochracé
ochracées,feminine,plural,ochracé
ochrocarpe,masculine,singular,ochrocarpe
ochronotique,masculine,singular,ochronotique
ochrospore,masculine,singular,ochrospore
ochrosporé,masculine,singular,ochrosporé
ochrosporés,masculine,plural,ochrosporé
ochrosporée,feminine,singular,ochrosporé
ochrosporées,feminine,plural,ochrosporé
ocieux,masculine,singular,ocieux
ocre,invariable,singular,ocre
ocres,invariable,plural,ocre
ocreuse,feminine,singular,ocreux
ocreuses,feminine,plural,ocreux
ocreux,masculine,invariable,ocreux
ocré,masculine,singular,ocré
ocrés,masculine,plural,ocré
ocrée,feminine,singular,ocré
ocrées,feminine,plural,ocré
octadécanoïque,invariable,singular,octadécanoïque
octadécanoïques,invariable,plural,octadécanoïque
octal,masculine,singular,octal
octaux,masculine,plural,octal
octale,feminine,singular,octal
octales,feminine,plural,octal
octanoïque,invariable,singular,octanoïque
octanoïques,invariable,plural,octanoïque
octantième,invariable,singular,octantième
octantièmes,invariable,plural,octantième
octatomique,invariable,singular,octatomique
octatomiques,invariable,plural,octatomique
octaval,masculine,singular,octaval
octavié,masculine,singular,octavié
octaviés,masculine,plural,octavié
octaviée,feminine,singular,octavié
octaviées,feminine,plural,octavié
octaèdre,invariable,singular,octaèdre
octaèdres,invariable,plural,octaèdre
octaédrique,invariable,singular,octaédrique
octaédriques,invariable,plural,octaédrique
octipède,masculine,singular,octipède
octogonal,masculine,singular,octogonal
octogonaux,masculine,plural,octogonal
octogonale,feminine,singular,octogonal
octogonales,feminine,plural,octogonal
octogone,invariable,singular,octogone
octogones,invariable,plural,octogone
octogyne,masculine,singular,octogyne
octogénaire,invariable,singular,octogénaire
octogénaires,invariable,plural,octogénaire
octogénique,masculine,singular,octogénique
octophylle,masculine,singular,octophylle
octoploïde,masculine,singular,octoploïde
octopode,invariable,singular,octopode
octostyle,invariable,singular,octostyle
octostyles,invariable,plural,octostyle
octosyllabe,invariable,singular,octosyllabe
octosyllabes,invariable,plural,octosyllabe
octosyllabique,invariable,singular,octosyllabique
octosyllabiques,invariable,plural,octosyllabique
octroyé,masculine,singular,octroyé
octroyés,masculine,plural,octroyé
octroyée,feminine,singular,octroyé
octroyées,feminine,plural,octroyé
octuple,invariable,singular,octuple
octuples,invariable,plural,octuple
octuplé,masculine,singular,octuplé
octuplés,masculine,plural,octuplé
octuplée,feminine,singular,octuplé
octuplées,feminine,plural,octuplé
octylique,invariable,singular,octylique
octyliques,invariable,plural,octylique
oculaire,invariable,singular,oculaire
oculaires,invariable,plural,oculaire
oculiforme,masculine,singular,oculiforme
oculifère,masculine,singular,oculifère
oculiste,invariable,singular,oculiste
oculistes,invariable,plural,oculiste
oculistique,invariable,singular,oculistique
oculistiques,invariable,plural,oculistique
oculo-cardiaque,invariable,singular,oculo-cardiaque
oculo-moteur,masculine,singular,oculo-moteur
oculo-musculaire,masculine,singular,oculo-musculaire
oculo-palpébral,masculine,singular,oculo-palpébral
oculo-palpébraux,masculine,plural,oculo-palpébral
oculocardiaque,masculine,singular,oculocardiaque
oculographique,invariable,singular,oculographique
oculographiques,invariable,plural,oculographique
oculogyre,invariable,singular,oculogyre
oculogyres,invariable,plural,oculogyre
oculomoteur,masculine,singular,oculomoteur
oculomoteurs,masculine,plural,oculomoteur
oculomotrice,feminine,singular,oculomoteur
oculomotrices,feminine,plural,oculomoteur
oculo-verbal,masculine,singular,oculoverbal
oculo-verbaux,masculine,plural,oculoverbal
oculé,masculine,singular,oculé
oculés,masculine,plural,oculé
oculée,feminine,singular,oculé
oculées,feminine,plural,oculé
ocytocique,invariable,singular,ocytocique
ocytociques,invariable,plural,ocytocique
océane,feminine,singular,océane
océanes,feminine,plural,océane
océanesque,masculine,singular,océanesque
océanien,masculine,singular,océanien
océaniens,masculine,plural,océanien
océanienne,feminine,singular,océanien
océaniennes,feminine,plural,océanien
océanique,invariable,singular,océanique
océaniques,invariable,plural,océanique
océanographique,invariable,singular,océanographique
océanographiques,invariable,plural,océanographique
océanologique,invariable,singular,océanologique
océanologiques,invariable,plural,océanologique
odaliscal,masculine,singular,odaliscal
oddien,masculine,singular,oddien
oddiens,masculine,plural,oddien
oddienne,feminine,singular,oddien
oddiennes,feminine,plural,oddien
odieuse,feminine,singular,odieux
odieuses,feminine,plural,odieux
odieux,masculine,invariable,odieux
