Word,Gender,Number,Lemma
chaperonnières,feminine,plural,chaperonnier
chaperonné,masculine,singular,chaperonné
chaperonnés,masculine,plural,chaperonné
chaperonnée,feminine,singular,chaperonné
chaperonnées,feminine,plural,chaperonné
chapitral,masculine,singular,chapitral
chapitraux,masculine,plural,chapitral
chapitrale,feminine,singular,chapitral
chapitrales,feminine,plural,chapitral
chapitré,masculine,singular,chapitré
chapitrés,masculine,plural,chapitré
chapitrée,feminine,singular,chapitré
chapitrées,feminine,plural,chapitré
chaplinesque,invariable,singular,chaplinesque
chaplinesques,invariable,plural,chaplinesque
chaptalisé,masculine,singular,chaptalisé
chaptalisés,masculine,plural,chaptalisé
chaptalisée,feminine,singular,chaptalisé
chaptalisées,feminine,plural,chaptalisé
chapé,masculine,singular,chapé
chapés,masculine,plural,chapé
chapée,feminine,singular,chapé
chapées,feminine,plural,chapé
chaque,invariable,invariable,chaque
charançonné,masculine,singular,charançonné
charançonnés,masculine,plural,charançonné
charançonnée,feminine,singular,charançonné
charançonnées,feminine,plural,charançonné
charbonneuse,feminine,singular,charbonneux
charbonneuses,feminine,plural,charbonneux
charbonneux,masculine,invariable,charbonneux
charbonnier,masculine,singular,charbonnier
charbonniers,masculine,plural,charbonnier
charbonnière,feminine,singular,charbonnier
charbonnières,feminine,plural,charbonnier
charbonné,masculine,singular,charbonné
charbonnés,masculine,plural,charbonné
charbonnée,feminine,singular,charbonné
charbonnées,feminine,plural,charbonné
charcutier,masculine,singular,charcutier
charcutiers,masculine,plural,charcutier
charcutière,feminine,singular,charcutier
charcutières,feminine,plural,charcutier
charentaise,feminine,singular,charentais
charentaises,feminine,plural,charentais
charentais,masculine,invariable,charentais
charentonesque,invariable,singular,charentonesque
charentonesques,invariable,plural,charentonesque
charentonnesque,invariable,singular,charentonnesque
charentonnesques,invariable,plural,charentonnesque
chargeable,invariable,singular,chargeable
chargeables,invariable,plural,chargeable
chargeant,masculine,singular,chargeant
chargeants,masculine,plural,chargeant
chargeante,feminine,singular,chargeant
chargeantes,feminine,plural,chargeant
chargé,masculine,singular,chargé
chargés,masculine,plural,chargé
chargée,feminine,singular,chargé
chargées,feminine,plural,chargé
charien,masculine,singular,charien
chariens,masculine,plural,charien
charienne,feminine,singular,charien
chariennes,feminine,plural,charien
charismatique,invariable,singular,charismatique
charismatiques,invariable,plural,charismatique
charitable,invariable,singular,charitable
charitables,invariable,plural,charitable
charivaresque,invariable,singular,charivaresque
charivaresques,invariable,plural,charivaresque
charivarique,invariable,singular,charivarique
charivariques,invariable,plural,charivarique
charlatan,masculine,singular,charlatan
charlatans,masculine,plural,charlatan
charlatane,feminine,singular,charlatan
charlatanes,feminine,plural,charlatan
charlatanesque,invariable,singular,charlatanesque
charlatanesques,invariable,plural,charlatanesque
charmant,masculine,singular,charmant
charmants,masculine,plural,charmant
charmante,feminine,singular,charmant
charmantes,feminine,plural,charmant
charmeur,masculine,singular,charmeur
charmeurs,masculine,plural,charmeur
charmeuse,feminine,singular,charmeur
charmeuses,feminine,plural,charmeur
charmé,masculine,singular,charmé
charmés,masculine,plural,charmé
charmée,feminine,singular,charmé
charmées,feminine,plural,charmé
charnel,masculine,singular,charnel
charnels,masculine,plural,charnel
charnelle,feminine,singular,charnel
charnelles,feminine,plural,charnel
charneuse,feminine,singular,charneux
charneuses,feminine,plural,charneux
charneux,masculine,invariable,charneux
charnockitique,invariable,singular,charnockitique
charnockitiques,invariable,plural,charnockitique
charnu,masculine,singular,charnu
charnus,masculine,plural,charnu
charnue,feminine,singular,charnu
charnues,feminine,plural,charnu
charogneuse,feminine,singular,charogneux
charogneuses,feminine,plural,charogneux
charogneux,masculine,invariable,charogneux
charolaise,feminine,singular,charolais
charolaises,feminine,plural,charolais
charolais,masculine,invariable,charolais
charollaise,feminine,singular,charollais
charollaises,feminine,plural,charollais
charollais,masculine,invariable,charollais
charpentier,masculine,singular,charpentier
charpentiers,masculine,plural,charpentier
charpentière,feminine,singular,charpentier
charpentières,feminine,plural,charpentier
charpenté,masculine,singular,charpenté
charpentés,masculine,plural,charpenté
charpentée,feminine,singular,charpenté
charpentées,feminine,plural,charpenté
charretier,masculine,singular,charretier
charretiers,masculine,plural,charretier
charretière,feminine,singular,charretier
charretières,feminine,plural,charretier
charriable,invariable,singular,charriable
charriables,invariable,plural,charriable
charriant,masculine,singular,charriant
charriants,masculine,plural,charriant
charriante,feminine,singular,charriant
charriantes,feminine,plural,charriant
charrieur,masculine,singular,charrieur
charrieurs,masculine,plural,charrieur
charrieuse,feminine,singular,charrieur
charrieuses,feminine,plural,charrieur
charrié,masculine,singular,charrié
charriés,masculine,plural,charrié
charriée,feminine,singular,charrié
charriées,feminine,plural,charrié
charter,invariable,singular,charter
charters,invariable,plural,charter
chartiste,invariable,singular,chartiste
chartistes,invariable,plural,chartiste
chartrain,masculine,singular,chartrain
chartrains,masculine,plural,chartrain
chartraine,feminine,singular,chartrain
chartraines,feminine,plural,chartrain
chartreuse,feminine,singular,chartreux
chartreuses,feminine,plural,chartreux
chartreux,masculine,invariable,chartreux
chassable,invariable,singular,chassable
chassables,invariable,plural,chassable
chassant,masculine,singular,chassant
chassants,masculine,plural,chassant
chassante,feminine,singular,chassant
chassantes,feminine,plural,chassant
chasseur,masculine,singular,chasseur
chasseurs,masculine,plural,chasseur
chassieuse,feminine,singular,chassieux
chassieuses,feminine,plural,chassieux
chassieux,masculine,invariable,chassieux
chassé,masculine,singular,chassé
chassés,masculine,plural,chassé
chassée,feminine,singular,chassé
chassées,feminine,plural,chassé
chasséen,masculine,singular,chasséen
chasséens,masculine,plural,chasséen
chasséenne,feminine,singular,chasséen
chasséennes,feminine,plural,chasséen
chaste,invariable,singular,chaste
chastes,invariable,plural,chaste
chasé,masculine,singular,chasé
chasés,masculine,plural,chasé
chasée,feminine,singular,chasé
chasées,feminine,plural,chasé
chat,masculine,singular,chat
chats,masculine,plural,chat
chatte,feminine,singular,chat
chattes,feminine,plural,chat
chatironné,masculine,singular,chatironné
chatironnés,masculine,plural,chatironné
chatironnée,feminine,singular,chatironné
chatironnées,feminine,plural,chatironné
chatouillant,masculine,singular,chatouillant
chatouillants,masculine,plural,chatouillant
chatouillante,feminine,singular,chatouillant
chatouillantes,feminine,plural,chatouillant
chatouilleur,masculine,singular,chatouilleur
chatouilleurs,masculine,plural,chatouilleur
chatouilleux,masculine,invariable,chatouilleux
chatouillé,masculine,singular,chatouillé
chatouillés,masculine,plural,chatouillé
chatouillée,feminine,singular,chatouillé
chatouillées,feminine,plural,chatouillé
chatoyant,masculine,singular,chatoyant
chatoyants,masculine,plural,chatoyant
chatoyante,feminine,singular,chatoyant
chatoyantes,feminine,plural,chatoyant
chattemiteuse,feminine,singular,chattemiteux
chattemiteuses,feminine,plural,chattemiteux
chattemiteux,masculine,invariable,chattemiteux
chaud,masculine,singular,chaud
chauds,masculine,plural,chaud
chaude,feminine,singular,chaud
chaudes,feminine,plural,chaud
chaud-froid,masculine,singular,chaud-froid
chaudefonnier,masculine,singular,chaudefonnier
chaudefonniers,masculine,plural,chaudefonnier
chaudefonnière,feminine,singular,chaudefonnier
chaudefonnières,feminine,plural,chaudefonnier
chaudronnier,masculine,singular,chaudronnier
chaudronniers,masculine,plural,chaudronnier
chaudronnière,feminine,singular,chaudronnier
chaudronnières,feminine,plural,chaudronnier
chaudronné,masculine,singular,chaudronné
chaudronnés,masculine,plural,chaudronné
chaudronnée,feminine,singular,chaudronné
chaudronnées,feminine,plural,chaudronné
chauffable,invariable,singular,chauffable
chauffables,invariable,plural,chauffable
chauffant,masculine,singular,chauffant
chauffants,masculine,plural,chauffant
chauffante,feminine,singular,chauffant
chauffantes,feminine,plural,chauffant
chauffeur,masculine,singular,chauffeur
chauffeurs,masculine,plural,chauffeur
chauffeuse,feminine,singular,chauffeur
chauffeuses,feminine,plural,chauffeur
chauffé,masculine,singular,chauffé
chauffés,masculine,plural,chauffé
chauffée,feminine,singular,chauffé
chauffées,feminine,plural,chauffé
chaulmoogrique,invariable,singular,chaulmoogrique
chaulmoogriques,invariable,plural,chaulmoogrique
chaulé,masculine,singular,chaulé
chaulés,masculine,plural,chaulé
chaulée,feminine,singular,chaulé
chaulées,feminine,plural,chaulé
chaussant,masculine,singular,chaussant
chaussants,masculine,plural,chaussant
chaussante,feminine,singular,chaussant
chaussantes,feminine,plural,chaussant
chaussé,masculine,singular,chaussé
chaussés,masculine,plural,chaussé
