Word,lemme,cgram,genre,freqlemlivres
glacials,glacial,ADJ,m,13.92
glaciaux,glacial,ADJ,m,13.92
insignifiant,insignifiant,ADJ,m,13.92
insignifiants,insignifiant,ADJ,m,13.92
natal,natal,ADJ,m,13.92
natals,natal,ADJ,m,13.92
paternel,paternel,ADJ,m,13.92
paternels,paternel,ADJ,m,13.92
épuisé,épuisé,ADJ,m,13.92
épuisés,épuisé,ADJ,m,13.92
distrait,distrait,ADJ,m,13.78
distraits,distrait,ADJ,m,13.78
uni,uni,ADJ,m,13.78
unis,uni,ADJ,m,13.78
actif,actif,ADJ,m,13.65
actifs,actif,ADJ,m,13.65
donné,donné,ADJ,m,13.65
donnés,donné,ADJ,m,13.65
mignon,mignon,ADJ,m,13.58
mignons,mignon,ADJ,m,13.58
capital,capital,ADJ,m,13.51
capitaux,capital,ADJ,m,13.51
forcé,forcé,ADJ,m,13.51
forcés,forcé,ADJ,m,13.51
ravissant,ravissant,ADJ,m,13.51
ravissants,ravissant,ADJ,m,13.51
posé,posé,ADJ,m,13.45
posés,posé,ADJ,m,13.45
déchiré,déchiré,ADJ,m,13.38
déchirés,déchiré,ADJ,m,13.38
infernal,infernal,ADJ,m,13.38
infernaux,infernal,ADJ,m,13.38
ennuyeux,ennuyeux,ADJ,m,13.31
flottant,flottant,ADJ,m,13.31
flottants,flottant,ADJ,m,13.31
mondain,mondain,ADJ,m,13.24
mondains,mondain,ADJ,m,13.24
prodigieux,prodigieux,ADJ,m,13.24
éblouissant,éblouissant,ADJ,m,13.24
éblouissants,éblouissant,ADJ,m,13.24
hagard,hagard,ADJ,m,13.18
hagards,hagard,ADJ,m,13.18
mouvant,mouvant,ADJ,m,13.18
mouvants,mouvant,ADJ,m,13.18
saoul,saoul,ADJ,m,13.18
saouls,saoul,ADJ,m,13.18
somptueux,somptueux,ADJ,m,13.18
étincelant,étincelant,ADJ,m,13.18
étincelants,étincelant,ADJ,m,13.18
éventuel,éventuel,ADJ,m,13.18
éventuels,éventuel,ADJ,m,13.18
gratuit,gratuit,ADJ,m,13.11
gratuits,gratuit,ADJ,m,13.11
roman,roman,ADJ,m,13.11
romans,roman,ADJ,m,13.11
souterrain,souterrain,ADJ,m,13.04
souterrains,souterrain,ADJ,m,13.04
soyeux,soyeux,ADJ,m,13.04
rituel,rituel,ADJ,m,12.97
rituels,rituel,ADJ,m,12.97
battant,battant,ADJ,m,12.84
battants,battant,ADJ,m,12.84
aimé,aimé,ADJ,m,12.77
aimés,aimé,ADJ,m,12.77
marin,marin,ADJ,m,12.77
marins,marin,ADJ,m,12.77
triomphant,triomphant,ADJ,m,12.77
triomphants,triomphant,ADJ,m,12.77
colonial,colonial,ADJ,m,12.7
coloniaux,colonial,ADJ,m,12.7
tiré,tiré,ADJ,m,12.7
tirés,tiré,ADJ,m,12.7
gonflé,gonflé,ADJ,m,12.64
gonflés,gonflé,ADJ,m,12.64
latin,latin,ADJ,m,12.64
latins,latin,ADJ,m,12.64
allongé,allongé,ADJ,m,12.57
allongés,allongé,ADJ,m,12.57
détaché,détaché,ADJ,m,12.5
détachés,détaché,ADJ,m,12.5
mis,mis,ADJ,m,12.5
pendant,pendant,ADJ,m,12.5
pendants,pendant,ADJ,m,12.5
conséquent,conséquent,ADJ,m,12.43
conséquents,conséquent,ADJ,m,12.43
désolé,désolé,ADJ,m,12.43
désolés,désolé,ADJ,m,12.43
irréel,irréel,ADJ,m,12.43
irréels,irréel,ADJ,m,12.43
lucides,lucide,ADJ,m,12.43
pieux,pieux,ADJ,m,12.43
marrant,marrant,ADJ,m,12.36
marrants,marrant,ADJ,m,12.36
mat,mat,ADJ,m,12.36
mat',mat,ADJ,m,12.36
mats,mat,ADJ,m,12.36
bavard,bavard,ADJ,m,12.3
bavards,bavard,ADJ,m,12.3
incessant,incessant,ADJ,m,12.23
incessants,incessant,ADJ,m,12.23
artificiel,artificiel,ADJ,m,12.16
artificiels,artificiel,ADJ,m,12.16
éloigné,éloigné,ADJ,m,12.16
éloignés,éloigné,ADJ,m,12.16
africain,africain,ADJ,m,12.09
africains,africain,ADJ,m,12.09
fréquent,fréquent,ADJ,m,12.09
fréquents,fréquent,ADJ,m,12.09
hésitant,hésitant,ADJ,m,12.09
hésitants,hésitant,ADJ,m,12.09
impérieux,impérieux,ADJ,m,12.09
radieux,radieux,ADJ,m,12.09
ému,ému,ADJ,m,12.09
émus,ému,ADJ,m,12.09
fichu,fichu,ADJ,m,12.03
fichus,fichu,ADJ,m,12.03
monumental,monumental,ADJ,m,12.03
monumentaux,monumental,ADJ,m,12.03
courageux,courageux,ADJ,m,11.96
errant,errant,ADJ,m,11.96
errants,errant,ADJ,m,11.96
médical,médical,ADJ,m,11.89
médicaux,médical,ADJ,m,11.89
suspendu,suspendu,ADJ,m,11.89
suspendus,suspendu,ADJ,m,11.89
égaré,égaré,ADJ,m,11.89
égarés,égaré,ADJ,m,11.89
battu,battu,ADJ,m,11.82
battus,battu,ADJ,m,11.82
dressé,dressé,ADJ,m,11.82
dressés,dressé,ADJ,m,11.82
figé,figé,ADJ,m,11.82
figés,figé,ADJ,m,11.82
insensé,insensé,ADJ,m,11.82
insensés,insensé,ADJ,m,11.82
voûté,voûté,ADJ,m,11.82
voûtés,voûté,ADJ,m,11.82
parti,parti,ADJ,m,11.62
partis,parti,ADJ,m,11.62
chaleureux,chaleureux,ADJ,m,11.55
impuissant,impuissant,ADJ,m,11.55
impuissants,impuissant,ADJ,m,11.55
majeur,majeur,ADJ,m,11.55
majeurs,majeur,ADJ,m,11.55
affolé,affolé,ADJ,m,11.49
affolés,affolé,ADJ,m,11.49
puant,puant,ADJ,m,11.49
puants,puant,ADJ,m,11.49
indécis,indécis,ADJ,m,11.42
mal,mal,ADJ,m,11.42
occupé,occupé,ADJ,m,11.42
occupés,occupé,ADJ,m,11.42
abstrait,abstrait,ADJ,m,11.35
abstraits,abstrait,ADJ,m,11.35
convaincu,convaincu,ADJ,m,11.35
convaincus,convaincu,ADJ,m,11.35
fumant,fumant,ADJ,m,11.35
fumants,fumant,ADJ,m,11.35
mental,mental,ADJ,m,11.35
mentaux,mental,ADJ,m,11.35
résolu,résolu,ADJ,m,11.28
résolus,résolu,ADJ,m,11.28
indien,indien,ADJ,m,11.22
indiens,indien,ADJ,m,11.22
avancé,avancé,ADJ,m,11.15
avancés,avancé,ADJ,m,11.15
boueux,boueux,ADJ,m,11.15
cinquième,cinquième,ADJ,m,11.15
cinquièmes,cinquième,ADJ,m,11.15
porteur,porteur,ADJ,m,11.15
porteurs,porteur,ADJ,m,11.15
épars,épars,ADJ,m,11.15
administratif,administratif,ADJ,m,11.08
administratifs,administratif,ADJ,m,11.08
foncé,foncé,ADJ,m,11.08
foncés,foncé,ADJ,m,11.08
majestueux,majestueux,ADJ,m,11.08
charnel,charnel,ADJ,m,11.01
charnels,charnel,ADJ,m,11.01
compris,compris,ADJ,m,11.01
crasseux,crasseux,ADJ,m,11.01
fiévreux,fiévreux,ADJ,m,11.01
penché,penché,ADJ,m,11.01
penchés,penché,ADJ,m,11.01
préféré,préféré,ADJ,m,11.01
préférés,préféré,ADJ,m,11.01
salé,salé,ADJ,m,11.01
salés,salé,ADJ,m,11.01
choisi,choisi,ADJ,m,10.95
choisis,choisi,ADJ,m,10.95
hautain,hautain,ADJ,m,10.88
hautains,hautain,ADJ,m,10.88
meurtrier,meurtrier,ADJ,m,10.88
meurtriers,meurtrier,ADJ,m,10.88
inconscient,inconscient,ADJ,m,10.74
inconscients,inconscient,ADJ,m,10.74
marié,marié,ADJ,m,10.74
mariés,marié,ADJ,m,10.74
matinal,matinal,ADJ,m,10.74
matinaux,matinal,ADJ,m,10.74
arrêté,arrêté,ADJ,m,10.68
arrêtés,arrêté,ADJ,m,10.68
hardi,hardi,ADJ,m,10.68
hardis,hardi,ADJ,m,10.68
protecteur,protecteur,ADJ,m,10.68
protecteurs,protecteur,ADJ,m,10.68
sensuel,sensuel,ADJ,m,10.68
sensuels,sensuel,ADJ,m,10.68
viril,viril,ADJ,m,10.68
virils,viril,ADJ,m,10.68
déçu,déçu,ADJ,m,10.61
déçus,déçu,ADJ,m,10.61
serein,serein,ADJ,m,10.61
sereins,serein,ADJ,m,10.61
accompli,accompli,ADJ,m,10.54
accomplis,accompli,ADJ,m,10.54
argenté,argenté,ADJ,m,10.54
argentés,argenté,ADJ,m,10.54
musical,musical,ADJ,m,10.54
musicaux,musical,ADJ,m,10.54
original,original,ADJ,m,10.54
originaux,original,ADJ,m,10.54
roulant,roulant,ADJ,m,10.54
roulants,roulant,ADJ,m,10.54
turc,turc,ADJ,m,10.54
turcs,turc,ADJ,m,10.54
vigoureux,vigoureux,ADJ,m,10.54
anxieux,anxieux,ADJ,m,10.47
compact,compact,ADJ,m,10.47
compacts,compact,ADJ,m,10.47
horizontal,horizontal,ADJ,m,10.47
horizontaux,horizontal,ADJ,m,10.47
renversé,renversé,ADJ,m,10.47
renversés,renversé,ADJ,m,10.47
laiteux,laiteux,ADJ,m,10.41
paysan,paysan,ADJ,m,10.41
paysans,paysan,ADJ,m,10.41
vertigineux,vertigineux,ADJ,m,10.41
vêtu,vêtu,ADJ,m,10.41
vêtus,vêtu,ADJ,m,10.41
béant,béant,ADJ,m,10.34
béants,béant,ADJ,m,10.34
confiant,confiant,ADJ,m,10.34
confiants,confiant,ADJ,m,10.34
enveloppé,enveloppé,ADJ,m,10.34
enveloppés,enveloppé,ADJ,m,10.34
paresseux,paresseux,ADJ,m,10.34
terrifiant,terrifiant,ADJ,m,10.34
terrifiants,terrifiant,ADJ,m,10.34
antérieur,antérieur,ADJ,m,10.27
antérieurs,antérieur,ADJ,m,10.27
blafard,blafard,ADJ,m,10.27
blafards,blafard,ADJ,m,10.27
déchirant,déchirant,ADJ,m,10.27
déchirants,déchirant,ADJ,m,10.27
fraternel,fraternel,ADJ,m,10.27
fraternels,fraternel,ADJ,m,10.27
gênant,gênant,ADJ,m,10.27
gênants,gênant,ADJ,m,10.27
frisé,frisé,ADJ,m,10.2
frisés,frisé,ADJ,m,10.2
génial,génial,ADJ,m,10.2
géniaux,génial,ADJ,m,10.2
parfumé,parfumé,ADJ,m,10.2
parfumés,parfumé,ADJ,m,10.2
primitif,primitif,ADJ,m,10.2
primitifs,primitif,ADJ,m,10.2
écrasé,écrasé,ADJ,m,10.2
écrasés,écrasé,ADJ,m,10.2
fleuri,fleuri,ADJ,m,10.14
fleuris,fleuri,ADJ,m,10.14
masculin,masculin,ADJ,m,10.14
masculins,masculin,ADJ,m,10.14
relevé,relevé,ADJ,m,10.14
relevés,relevé,ADJ,m,10.14
veuf,veuf,ADJ,m,10.14
veufs,veuf,ADJ,m,10.14
décidé,décidé,ADJ,m,10.07
décidés,décidé,ADJ,m,10.07
découvert,découvert,ADJ,m,10.07
découverts,découvert,ADJ,m,10.07
entrouvert,entrouvert,ADJ,m,10.07
entrouverts,entrouvert,ADJ,m,10.07
saillant,saillant,ADJ,m,10.07
saillants,saillant,ADJ,m,10.07
libéré,libéré,ADJ,m,10.0
libérés,libéré,ADJ,m,10.0
rocheux,rocheux,ADJ,m,10.0
souverain,souverain,ADJ,m,10.0
souverains,souverain,ADJ,m,10.0
tardif,tardif,ADJ,m,10.0
tardifs,tardif,ADJ,m,10.0
méfiant,méfiant,ADJ,m,9.93
méfiants,méfiant,ADJ,m,9.93
agité,agité,ADJ,m,9.86
agités,agité,ADJ,m,9.86
breton,breton,ADJ,m,9.86
bretons,breton,ADJ,m,9.86
défait,défait,ADJ,m,9.86
défaits,défait,ADJ,m,9.86
gourmand,gourmand,ADJ,m,9.86
gourmands,gourmand,ADJ,m,9.86
impressionnant,impressionnant,ADJ,m,9.86
impressionnants,impressionnant,ADJ,m,9.86
méprisant,méprisant,ADJ,m,9.86
méprisants,méprisant,ADJ,m,9.86
haletant,haletant,ADJ,m,9.8
haletants,haletant,ADJ,m,9.8
pensif,pensif,ADJ,m,9.8
pensifs,pensif,ADJ,m,9.8
soigné,soigné,ADJ,m,9.8
soignés,soigné,ADJ,m,9.8
vital,vital,ADJ,m,9.8
vitaux,vital,ADJ,m,9.8
commercial,commercial,ADJ,m,9.73
commerciaux,commercial,ADJ,m,9.73
courtois,courtois,ADJ,m,9.73
culturel,culturel,ADJ,m,9.73
culturels,culturel,ADJ,m,9.73
fumé,fumé,ADJ,m,9.73
fumés,fumé,ADJ,m,9.73
plaisant,plaisant,ADJ,m,9.73
plaisants,plaisant,ADJ,m,9.73
portant,portant,ADJ,m,9.73
portants,portant,ADJ,m,9.73
réduit,réduit,ADJ,m,9.73
réduits,réduit,ADJ,m,9.73
touchant,touchant,ADJ,m,9.73
touchants,touchant,ADJ,m,9.73
continu,continu,ADJ,m,9.66
continus,continu,ADJ,m,9.66
volant,volant,ADJ,m,9.66
volants,volant,ADJ,m,9.66
conjugal,conjugal,ADJ,m,9.59
conjugaux,conjugal,ADJ,m,9.59
instinctif,instinctif,ADJ,m,9.59
instinctifs,instinctif,ADJ,m,9.59
peinard,peinard,ADJ,m,9.59
peinards,peinard,ADJ,m,9.59
puéril,puéril,ADJ,m,9.59
puérils,puéril,ADJ,m,9.59
trempé,trempé,ADJ,m,9.59
trempés,trempé,ADJ,m,9.59
coloré,coloré,ADJ,m,9.53
colorés,coloré,ADJ,m,9.53
dru,dru,ADJ,m,9.53
drus,dru,ADJ,m,9.53
fugitif,fugitif,ADJ,m,9.53
fugitifs,fugitif,ADJ,m,9.53
mécontent,mécontent,ADJ,m,9.53
mécontents,mécontent,ADJ,m,9.53
distinct,distinct,ADJ,m,9.46
distincts,distinct,ADJ,m,9.46
effrayé,effrayé,ADJ,m,9.46
effrayés,effrayé,ADJ,m,9.46
froissé,froissé,ADJ,m,9.46
froissés,froissé,ADJ,m,9.46
hargneux,hargneux,ADJ,m,9.46
indépendant,indépendant,ADJ,m,9.46
indépendants,indépendant,ADJ,m,9.46
privilégié,privilégié,ADJ,m,9.46
privilégiés,privilégié,ADJ,m,9.46
tenu,tenu,ADJ,m,9.46
tenus,tenu,ADJ,m,9.46
écrit,écrit,ADJ,m,9.46
écrits,écrit,ADJ,m,9.46
distingué,distingué,ADJ,m,9.39
distingués,distingué,ADJ,m,9.39
essoufflé,essoufflé,ADJ,m,9.39
essoufflés,essoufflé,ADJ,m,9.39
immaculé,immaculé,ADJ,m,9.39
immaculés,immaculé,ADJ,m,9.39
imposant,imposant,ADJ,m,9.39
imposants,imposant,ADJ,m,9.39
sportif,sportif,ADJ,m,9.39
sportifs,sportif,ADJ,m,9.39
financier,financier,ADJ,m,9.32
financiers,financier,ADJ,m,9.32
jeté,jeté,ADJ,m,9.32
jetés,jeté,ADJ,m,9.32
osseux,osseux,ADJ,m,9.32
victorieux,victorieux,ADJ,m,9.32
hideux,hideux,ADJ,m,9.26
miraculeux,miraculeux,ADJ,m,9.26
rageur,rageur,ADJ,m,9.26
rageurs,rageur,ADJ,m,9.26
effacé,effacé,ADJ,m,9.19
effacés,effacé,ADJ,m,9.19
fondamental,fondamental,ADJ,m,9.19
fondamentaux,fondamental,ADJ,m,9.19
orgueilleux,orgueilleux,ADJ,m,9.19
reconnaissant,reconnaissant,ADJ,m,9.19
reconnaissants,reconnaissant,ADJ,m,9.19
têtu,têtu,ADJ,m,9.19
têtus,têtu,ADJ,m,9.19
communal,communal,ADJ,m,9.12
communaux,communal,ADJ,m,9.12
insolent,insolent,ADJ,m,9.12
insolents,insolent,ADJ,m,9.12
marchand,marchand,ADJ,m,9.12
marchands,marchand,ADJ,m,9.12
moqueur,moqueur,ADJ,m,9.12
moqueurs,moqueur,ADJ,m,9.12
ménager,ménager,ADJ,m,9.12
ménagers,ménager,ADJ,m,9.12
revenu,revenu,ADJ,m,9.12
revenus,revenu,ADJ,m,9.12
suivi,suivi,ADJ,m,9.12
suivis,suivi,ADJ,m,9.12
tombant,tombant,ADJ,m,9.12
tombants,tombant,ADJ,m,9.12
voulu,voulu,ADJ,m,9.12
voulus,voulu,ADJ,m,9.12
blindé,blindé,ADJ,m,9.05
blindés,blindé,ADJ,m,9.05
colossal,colossal,ADJ,m,9.05
colossaux,colossal,ADJ,m,9.05
formel,formel,ADJ,m,9.05
formels,formel,ADJ,m,9.05
malsain,malsain,ADJ,m,9.05
malsains,malsain,ADJ,m,9.05
placé,placé,ADJ,m,9.05
placés,placé,ADJ,m,9.05
poilu,poilu,ADJ,m,9.05
poilus,poilu,ADJ,m,9.05
sucré,sucré,ADJ,m,9.05
sucrés,sucré,ADJ,m,9.05
trapu,trapu,ADJ,m,9.05
trapus,trapu,ADJ,m,9.05
ambigu,ambigu,ADJ,m,8.99
ambigus,ambigu,ADJ,m,8.99
imprévu,imprévu,ADJ,m,8.99
imprévus,imprévu,ADJ,m,8.99
jumeau,jumeau,ADJ,m,8.99
moustachu,moustachu,ADJ,m,8.99
moustachus,moustachu,ADJ,m,8.99
poisseux,poisseux,ADJ,m,8.99
roulé,roulé,ADJ,m,8.99
roulés,roulé,ADJ,m,8.99
troublant,troublant,ADJ,m,8.99
troublants,troublant,ADJ,m,8.99
animé,animé,ADJ,m,8.92
animés,animé,ADJ,m,8.92
respectueux,respectueux,ADJ,m,8.92
éveillé,éveillé,ADJ,m,8.92
éveillés,éveillé,ADJ,m,8.92
fâcheux,fâcheux,ADJ,m,8.85
guerrier,guerrier,ADJ,m,8.85
guerriers,guerrier,ADJ,m,8.85
inhumain,inhumain,ADJ,m,8.85
inhumains,inhumain,ADJ,m,8.85
républicain,républicain,ADJ,m,8.85
républicains,républicain,ADJ,m,8.85
végétal,végétal,ADJ,m,8.85
végétaux,végétal,ADJ,m,8.85
minéral,minéral,ADJ,m,8.78
minéraux,minéral,ADJ,m,8.78
naval,naval,ADJ,m,8.78
navals,naval,ADJ,m,8.78
rugueux,rugueux,ADJ,m,8.78
plissé,plissé,ADJ,m,8.72
plissés,plissé,ADJ,m,8.72
volé,volé,ADJ,m,8.72
volés,volé,ADJ,m,8.72
anodin,anodin,ADJ,m,8.65
anodins,anodin,ADJ,m,8.65
brut,brut,ADJ,m,8.65
bruts,brut,ADJ,m,8.65
chargé,chargé,ADJ,m,8.65
chargés,chargé,ADJ,m,8.65
prompt,prompt,ADJ,m,8.65
prompts,prompt,ADJ,m,8.65
amiral,amiral,ADJ,m,8.58
buté,buté,ADJ,m,8.58
butés,buté,ADJ,m,8.58
répugnant,répugnant,ADJ,m,8.58
répugnants,répugnant,ADJ,m,8.58
triomphal,triomphal,ADJ,m,8.58
triomphaux,triomphal,ADJ,m,8.58
vaillant,vaillant,ADJ,m,8.58
vaillants,vaillant,ADJ,m,8.58
voyant,voyant,ADJ,m,8.58
voyants,voyant,ADJ,m,8.58
arraché,arraché,ADJ,m,8.51
arrachés,arraché,ADJ,m,8.51
dupe,dupe,ADJ,m,8.51
dupes,dupe,ADJ,m,8.51
issu,issu,ADJ,m,8.51
issus,issu,ADJ,m,8.51
ravi,ravi,ADJ,m,8.51
ravis,ravi,ADJ,m,8.51
tourné,tourné,ADJ,m,8.51
tournés,tourné,ADJ,m,8.51
criminel,criminel,ADJ,m,8.45
criminels,criminel,ADJ,m,8.45
frémissant,frémissant,ADJ,m,8.45
frémissants,frémissant,ADJ,m,8.45
indiscret,indiscret,ADJ,m,8.45
indiscrets,indiscret,ADJ,m,8.45
précipité,précipité,ADJ,m,8.45
précipités,précipité,ADJ,m,8.45
démesuré,démesuré,ADJ,m,8.38
démesurés,démesuré,ADJ,m,8.38
jauni,jauni,ADJ,m,8.38
jaunis,jauni,ADJ,m,8.38
montant,montant,ADJ,m,8.38
montants,montant,ADJ,m,8.38
établi,établi,ADJ,m,8.38
établis,établi,ADJ,m,8.38
évanoui,évanoui,ADJ,m,8.38
évanouis,évanoui,ADJ,m,8.38
barbu,barbu,ADJ,m,8.31
barbus,barbu,ADJ,m,8.31
craintif,craintif,ADJ,m,8.31
craintifs,craintif,ADJ,m,8.31
dérobé,dérobé,ADJ,m,8.31
dérobés,dérobé,ADJ,m,8.31
ensoleillé,ensoleillé,ADJ,m,8.31
ensoleillés,ensoleillé,ADJ,m,8.31
fuyant,fuyant,ADJ,m,8.31
fuyants,fuyant,ADJ,m,8.31
ingrat,ingrat,ADJ,m,8.31
ingrats,ingrat,ADJ,m,8.31
négatif,négatif,ADJ,m,8.31
négatifs,négatif,ADJ,m,8.31
rigoureux,rigoureux,ADJ,m,8.31
scandaleux,scandaleux,ADJ,m,8.31
accroupi,accroupi,ADJ,m,8.24
accroupis,accroupi,ADJ,m,8.24
glissant,glissant,ADJ,m,8.24
glissants,glissant,ADJ,m,8.24
indistinct,indistinct,ADJ,m,8.24
indistincts,indistinct,ADJ,m,8.24
réservé,réservé,ADJ,m,8.24
réservés,réservé,ADJ,m,8.24
correct,correct,ADJ,m,8.18
corrects,correct,ADJ,m,8.18
satisfaisant,satisfaisant,ADJ,m,8.18
satisfaisants,satisfaisant,ADJ,m,8.18
séduisant,séduisant,ADJ,m,8.18
séduisants,séduisant,ADJ,m,8.18
beige,beige,ADJ,m,8.11
beiges,beige,ADJ,m,8.11
bouillant,bouillant,ADJ,m,8.11
bouillants,bouillant,ADJ,m,8.11
brodé,brodé,ADJ,m,8.11
brodés,brodé,ADJ,m,8.11
censé,censé,ADJ,m,8.11
censés,censé,ADJ,m,8.11
individuel,individuel,ADJ,m,8.11
individuels,individuel,ADJ,m,8.11
inégal,inégal,ADJ,m,8.11
inégaux,inégal,ADJ,m,8.11
obligé,obligé,ADJ,m,8.11
obligés,obligé,ADJ,m,8.11
radical,radical,ADJ,m,8.11
radicaux,radical,ADJ,m,8.11
sot,sot,ADJ,m,8.11
sots,sot,ADJ,m,8.11
étouffé,étouffé,ADJ,m,8.11
étouffés,étouffé,ADJ,m,8.11
contenu,contenu,ADJ,m,8.04
contenus,contenu,ADJ,m,8.04
inoffensif,inoffensif,ADJ,m,8.04
inoffensifs,inoffensif,ADJ,m,8.04
rangé,rangé,ADJ,m,8.04
rangés,rangé,ADJ,m,8.04
enchanté,enchanté,ADJ,m,7.97
enchantés,enchanté,ADJ,m,7.97
spontané,spontané,ADJ,m,7.97
spontanés,spontané,ADJ,m,7.97
théâtral,théâtral,ADJ,m,7.97
théâtraux,théâtral,ADJ,m,7.97
troublé,troublé,ADJ,m,7.97
troublés,troublé,ADJ,m,7.97
étouffant,étouffant,ADJ,m,7.97
étouffants,étouffant,ADJ,m,7.97
anormal,anormal,ADJ,m,7.91
anormaux,anormal,ADJ,m,7.91
ténébreux,ténébreux,ADJ,m,7.91
arrondi,arrondi,ADJ,m,7.84
arrondis,arrondi,ADJ,m,7.84
exigeant,exigeant,ADJ,m,7.84
exigeants,exigeant,ADJ,m,7.84
fatigant,fatigant,ADJ,m,7.84
fatigants,fatigant,ADJ,m,7.84
fulgurant,fulgurant,ADJ,m,7.84
fulgurants,fulgurant,ADJ,m,7.84
nommé,nommé,ADJ,m,7.84
nommés,nommé,ADJ,m,7.84
aisé,aisé,ADJ,m,7.77
aisés,aisé,ADJ,m,7.77
intéressé,intéressé,ADJ,m,7.77
intéressés,intéressé,ADJ,m,7.77
ahuri,ahuri,ADJ,m,7.7
ahuris,ahuri,ADJ,m,7.7
industriel,industriel,ADJ,m,7.7
industriels,industriel,ADJ,m,7.7
nazi,nazi,ADJ,m,7.7
nazis,nazi,ADJ,m,7.7
positif,positif,ADJ,m,7.7
positifs,positif,ADJ,m,7.7
pressant,pressant,ADJ,m,7.7
pressants,pressant,ADJ,m,7.7
respectif,respectif,ADJ,m,7.7
respectifs,respectif,ADJ,m,7.7
reçu,reçu,ADJ,m,7.7
reçus,reçu,ADJ,m,7.7
réussi,réussi,ADJ,m,7.7
réussis,réussi,ADJ,m,7.7
imminent,imminent,ADJ,m,7.64
imminents,imminent,ADJ,m,7.64
irrégulier,irrégulier,ADJ,m,7.64
irréguliers,irrégulier,ADJ,m,7.64
nonchalant,nonchalant,ADJ,m,7.64
nonchalants,nonchalant,ADJ,m,7.64
payé,payé,ADJ,m,7.64
payés,payé,ADJ,m,7.64
prétendu,prétendu,ADJ,m,7.64
prétendus,prétendu,ADJ,m,7.64
retenu,retenu,ADJ,m,7.64
retenus,retenu,ADJ,m,7.64
changé,changé,ADJ,m,7.57
changés,changé,ADJ,m,7.57
doué,doué,ADJ,m,7.57
doués,doué,ADJ,m,7.57
fané,fané,ADJ,m,7.57
fanés,fané,ADJ,m,7.57
grillé,grillé,ADJ,m,7.57
grillés,grillé,ADJ,m,7.57
illuminé,illuminé,ADJ,m,7.57
illuminés,illuminé,ADJ,m,7.57
inaperçu,inaperçu,ADJ,m,7.57
inaperçus,inaperçu,ADJ,m,7.57
éperdu,éperdu,ADJ,m,7.57
éperdus,éperdu,ADJ,m,7.57
bienveillant,bienveillant,ADJ,m,7.5
bienveillants,bienveillant,ADJ,m,7.5
distant,distant,ADJ,m,7.5
distants,distant,ADJ,m,7.5
hurlant,hurlant,ADJ,m,7.5
hurlants,hurlant,ADJ,m,7.5
incongru,incongru,ADJ,m,7.5
incongrus,incongru,ADJ,m,7.5
organisé,organisé,ADJ,m,7.5
organisés,organisé,ADJ,m,7.5
abrupt,abrupt,ADJ,m,7.43
abrupts,abrupt,ADJ,m,7.43
adolescent,adolescent,ADJ,m,7.43
adolescents,adolescent,ADJ,m,7.43
algérien,algérien,ADJ,m,7.43
algériens,algérien,ADJ,m,7.43
croissant,croissant,ADJ,m,7.43
croissants,croissant,ADJ,m,7.43
désireux,désireux,ADJ,m,7.43
détendu,détendu,ADJ,m,7.43
détendus,détendu,ADJ,m,7.43
exclusif,exclusif,ADJ,m,7.43
exclusifs,exclusif,ADJ,m,7.43
luxueux,luxueux,ADJ,m,7.43
velu,velu,ADJ,m,7.43
velus,velu,ADJ,m,7.43
visqueux,visqueux,ADJ,m,7.43
autrichien,autrichien,ADJ,m,7.36
autrichiens,autrichien,ADJ,m,7.36
chantant,chantant,ADJ,m,7.36
chantants,chantant,ADJ,m,7.36
chétif,chétif,ADJ,m,7.36
chétifs,chétif,ADJ,m,7.36
embarrassé,embarrassé,ADJ,m,7.36
embarrassés,embarrassé,ADJ,m,7.36
excitant,excitant,ADJ,m,7.36
excitants,excitant,ADJ,m,7.36
flagrant,flagrant,ADJ,m,7.36
flagrants,flagrant,ADJ,m,7.36
imprécis,imprécis,ADJ,m,7.36
loyal,loyal,ADJ,m,7.36
loyaux,loyal,ADJ,m,7.36
noyé,noyé,ADJ,m,7.36
noyés,noyé,ADJ,m,7.36
voluptueux,voluptueux,ADJ,m,7.36
marqué,marqué,ADJ,m,7.3
marqués,marqué,ADJ,m,7.3
strident,strident,ADJ,m,7.3
stridents,strident,ADJ,m,7.3
séparé,séparé,ADJ,m,7.3
séparés,séparé,ADJ,m,7.3
attaché,attaché,ADJ,m,7.23
attachés,attaché,ADJ,m,7.23
attendu,attendu,ADJ,m,7.23
attendus,attendu,ADJ,m,7.23
initial,initial,ADJ,m,7.23
initiaux,initial,ADJ,m,7.23
libéral,libéral,ADJ,m,7.23
libéraux,libéral,ADJ,m,7.23
passif,passif,ADJ,m,7.23
passifs,passif,ADJ,m,7.23
saugrenu,saugrenu,ADJ,m,7.23
saugrenus,saugrenu,ADJ,m,7.23
sculpté,sculpté,ADJ,m,7.23
sculptés,sculpté,ADJ,m,7.23
sixième,sixième,ADJ,m,7.23
sixièmes,sixième,ADJ,m,7.23
écoeurant,écoeurant,ADJ,m,7.23
écoeurants,écoeurant,ADJ,m,7.23
bouclé,bouclé,ADJ,m,7.16
bouclés,bouclé,ADJ,m,7.16
inhabituel,inhabituel,ADJ,m,7.16
inhabituels,inhabituel,ADJ,m,7.16
laborieux,laborieux,ADJ,m,7.16
lavé,lavé,ADJ,m,7.16
lavés,lavé,ADJ,m,7.16
