Word,lemme,cgram,genre,freqlemlivres
exportateurs,exportateur,ADJ,m,0.14
extasiant,extasiant,ADJ,m,0.14
extenseur,extenseur,ADJ,m,0.14
extenseurs,extenseur,ADJ,m,0.14
fantasmagorique,fantasmagorique,ADJ,m,0.14
fienteux,fienteux,ADJ,m,0.14
fixateur,fixateur,ADJ,m,0.14
flambé,flambé,ADJ,m,0.14
flambés,flambé,ADJ,m,0.14
flirteur,flirteur,ADJ,m,0.14
fractionnel,fractionnel,ADJ,m,0.14
franco-libanais,franco-libanais,ADJ,m,0.14
franco-syrien,franco-syrien,ADJ,m,0.14
frigorifique,frigorifique,ADJ,m,0.14
frotteur,frotteur,ADJ,m,0.14
frotteurs,frotteur,ADJ,m,0.14
frustrant,frustrant,ADJ,m,0.14
frétillard,frétillard,ADJ,m,0.14
furioso,furioso,ADJ,m,0.14
féculents,féculent,ADJ,m,0.14
gainés,gainé,ADJ,m,0.14
galetteux,galetteux,ADJ,m,0.14
gallo-romain,gallo-romain,ADJ,m,0.14
gallo-romains,gallo-romain,ADJ,m,0.14
gallois,gallois,ADJ,m,0.14
gambadant,gambadant,ADJ,m,0.14
gargouillant,gargouillant,ADJ,m,0.14
germinal,germinal,ADJ,m,0.14
gla-gla,gla-gla,ADJ,m,0.14
gorge-de-pigeon,gorge-de-pigeon,ADJ,m,0.14
gouleyant,gouleyant,ADJ,m,0.14
gracié,gracié,ADJ,m,0.14
graciés,gracié,ADJ,m,0.14
graduel,graduel,ADJ,m,0.14
graillonneux,graillonneux,ADJ,m,0.14
grainetier,grainetier,ADJ,m,0.14
grainetiers,grainetier,ADJ,m,0.14
grandet,grandet,ADJ,m,0.14
granités,granité,ADJ,m,0.14
gris-perle,gris-perle,ADJ,m,0.14
grisons,grison,ADJ,m,0.14
gustatif,gustatif,ADJ,m,0.14
gypseux,gypseux,ADJ,m,0.14
géodésiens,géodésien,ADJ,m,0.14
harceleur,harceleur,ADJ,m,0.14
hellénistiques,hellénistique,ADJ,m,0.14
hercynien,hercynien,ADJ,m,0.14
hessois,hessois,ADJ,m,0.14
hippocratique,hippocratique,ADJ,m,0.14
hispanisants,hispanisant,ADJ,m,0.14
hitchcockien,hitchcockien,ADJ,m,0.14
hopis,hopi,ADJ,m,0.14
houiller,houiller,ADJ,m,0.14
hugolien,hugolien,ADJ,m,0.14
hugoliens,hugolien,ADJ,m,0.14
huguenot,huguenot,ADJ,m,0.14
hydrocéphales,hydrocéphale,ADJ,m,0.14
hydrographique,hydrographique,ADJ,m,0.14
hydropneumatique,hydropneumatique,ADJ,m,0.14
hédonistes,hédoniste,ADJ,m,0.14
hégélien,hégélien,ADJ,m,0.14
hégéliens,hégélien,ADJ,m,0.14
héliporté,héliporté,ADJ,m,0.14
héliportés,héliporté,ADJ,m,0.14
ibères,ibère,ADJ,m,0.14
ignorantins,ignorantin,ADJ,m,0.14
imitable,imitable,ADJ,m,0.14
imitables,imitable,ADJ,m,0.14
imitateur,imitateur,ADJ,m,0.14
imitateurs,imitateur,ADJ,m,0.14
immotivés,immotivé,ADJ,m,0.14
impensé,impensé,ADJ,m,0.14
impopulaires,impopulaire,ADJ,m,0.14
imposables,imposable,ADJ,m,0.14
inabouti,inabouti,ADJ,m,0.14
inaliénables,inaliénable,ADJ,m,0.14
inapaisés,inapaisé,ADJ,m,0.14
incarnat,incarnat,ADJ,m,0.14
incernable,incernable,ADJ,m,0.14
incoiffables,incoiffable,ADJ,m,0.14
incollable,incollable,ADJ,m,0.14
inconstitutionnel,inconstitutionnel,ADJ,m,0.14
incréé,incréé,ADJ,m,0.14
indisposé,indisposé,ADJ,m,0.14
indissociables,indissociable,ADJ,m,0.14
induit,induit,ADJ,m,0.14
industrialisé,industrialisé,ADJ,m,0.14
industrialisés,industrialisé,ADJ,m,0.14
indécrassables,indécrassable,ADJ,m,0.14
indéfriché,indéfriché,ADJ,m,0.14
indémontrable,indémontrable,ADJ,m,0.14
indémontrables,indémontrable,ADJ,m,0.14
inexploité,inexploité,ADJ,m,0.14
inexploités,inexploité,ADJ,m,0.14
infatué,infatué,ADJ,m,0.14
infatués,infatué,ADJ,m,0.14
infoutu,infoutu,ADJ,m,0.14
infoutus,infoutu,ADJ,m,0.14
infroissable,infroissable,ADJ,m,0.14
infréquentés,infréquenté,ADJ,m,0.14
inglorieux,inglorieux,ADJ,m,0.14
inguinal,inguinal,ADJ,m,0.14
innominés,innominé,ADJ,m,0.14
inoublié,inoublié,ADJ,m,0.14
insatisfaisant,insatisfaisant,ADJ,m,0.14
insurgé,insurgé,ADJ,m,0.14
insurgés,insurgé,ADJ,m,0.14
intercostal,intercostal,ADJ,m,0.14
intercostaux,intercostal,ADJ,m,0.14
interministériels,interministériel,ADJ,m,0.14
interrogeant,interrogeant,ADJ,m,0.14
interviewé,interviewé,ADJ,m,0.14
intransmissible,intransmissible,ADJ,m,0.14
introductif,introductif,ADJ,m,0.14
involutif,involutif,ADJ,m,0.14
involutifs,involutif,ADJ,m,0.14
inélégant,inélégant,ADJ,m,0.14
irréalisé,irréalisé,ADJ,m,0.14
irréalisés,irréalisé,ADJ,m,0.14
isolant,isolant,ADJ,m,0.14
italo-français,italo-français,ADJ,m,0.14
ithyphallique,ithyphallique,ADJ,m,0.14
ivoirien,ivoirien,ADJ,m,0.14
jacobin,jacobin,ADJ,m,0.14
jacobins,jacobin,ADJ,m,0.14
jivaro,jivaro,ADJ,m,0.14
joliet,joliet,ADJ,m,0.14
judaïques,judaïque,ADJ,m,0.14
jungien,jungien,ADJ,m,0.14
jungiens,jungien,ADJ,m,0.14
jurassien,jurassien,ADJ,m,0.14
jurassiens,jurassien,ADJ,m,0.14
justifiant,justifiant,ADJ,m,0.14
kacher,kacher,ADJ,m,0.14
kalmouk,kalmouk,ADJ,m,0.14
kalmouks,kalmouk,ADJ,m,0.14
kirghize,kirghize,ADJ,m,0.14
lactescent,lactescent,ADJ,m,0.14
lai,lai,ADJ,m,0.14
lais,lai,ADJ,m,0.14
lambin,lambin,ADJ,m,0.14
lambins,lambin,ADJ,m,0.14
lamifié,lamifié,ADJ,m,0.14
lamifiés,lamifié,ADJ,m,0.14
lançant,lançant,ADJ,m,0.14
lapon,lapon,ADJ,m,0.14
lare,lare,ADJ,m,0.14
lares,lare,ADJ,m,0.14
laxatif,laxatif,ADJ,m,0.14
laxatifs,laxatif,ADJ,m,0.14
lifté,lifté,ADJ,m,0.14
liégeois,liégeois,ADJ,m,0.14
logeable,logeable,ADJ,m,0.14
logeables,logeable,ADJ,m,0.14
lysergique,lysergique,ADJ,m,0.14
légalistes,légaliste,ADJ,m,0.14
légitimé,légitimé,ADJ,m,0.14
léonard,léonard,ADJ,m,0.14
macaronique,macaronique,ADJ,m,0.14
macédonien,macédonien,ADJ,m,0.14
magyar,magyar,ADJ,m,0.14
magyars,magyar,ADJ,m,0.14
maigriot,maigriot,ADJ,m,0.14
maillé,maillé,ADJ,m,0.14
maillés,maillé,ADJ,m,0.14
majo,majo,ADJ,m,0.14
malcontent,malcontent,ADJ,m,0.14
malcontents,malcontent,ADJ,m,0.14
maliens,malien,ADJ,m,0.14
mange-tout,mange-tout,ADJ,m,0.14
maniaco-dépressif,maniaco-dépressif,ADJ,m,0.14
maniaco-dépressifs,maniaco-dépressif,ADJ,m,0.14
mariable,mariable,ADJ,m,0.14
marital,marital,ADJ,m,0.14
maritaux,marital,ADJ,m,0.14
marmiteux,marmiteux,ADJ,m,0.14
masturbatoire,masturbatoire,ADJ,m,0.14
matineux,matineux,ADJ,m,0.14
mazoutés,mazouté,ADJ,m,0.14
mentonnier,mentonnier,ADJ,m,0.14
mi-comique,mi-comique,ADJ,m,0.14
mi-curieux,mi-curieux,ADJ,m,0.14
mi-indulgent,mi-indulgent,ADJ,m,0.14
mi-lourd,mi-lourd,ADJ,m,0.14
mi-souriant,mi-souriant,ADJ,m,0.14
mi-étonné,mi-étonné,ADJ,m,0.14
migrants,migrant,ADJ,m,0.14
miraculant,miraculant,ADJ,m,0.14
miraud,miraud,ADJ,m,0.14
mirauds,miraud,ADJ,m,0.14
misérabiliste,misérabiliste,ADJ,m,0.14
mithriaque,mithriaque,ADJ,m,0.14
modulable,modulable,ADJ,m,0.14
modulables,modulable,ADJ,m,0.14
mogol,mogol,ADJ,m,0.14
molletonné,molletonné,ADJ,m,0.14
mongoliques,mongolique,ADJ,m,0.14
monoclé,monoclé,ADJ,m,0.14
monolithe,monolithe,ADJ,m,0.14
monoplace,monoplace,ADJ,m,0.14
monosyllabique,monosyllabique,ADJ,m,0.14
monosyllabiques,monosyllabique,ADJ,m,0.14
montparno,montparno,ADJ,m,0.14
mordeur,mordeur,ADJ,m,0.14
mordeurs,mordeur,ADJ,m,0.14
morganatique,morganatique,ADJ,m,0.14
mormon,mormon,ADJ,m,0.14
mormons,mormon,ADJ,m,0.14
morphinomane,morphinomane,ADJ,m,0.14
mosaïqués,mosaïqué,ADJ,m,0.14
mouillant,mouillant,ADJ,m,0.14
munichois,munichois,ADJ,m,0.14
munificents,munificent,ADJ,m,0.14
mycénien,mycénien,ADJ,m,0.14
mycéniens,mycénien,ADJ,m,0.14
médiateur,médiateur,ADJ,m,0.14
médiateurs,médiateur,ADJ,m,0.14
médisant,médisant,ADJ,m,0.14
méditant,méditant,ADJ,m,0.14
ménopausé,ménopausé,ADJ,m,0.14
méplats,méplat,ADJ,m,0.14
national-socialiste,national-socialiste,ADJ,m,0.14
naturalistes,naturaliste,ADJ,m,0.14
navajos,navajo,ADJ,m,0.14
nicet,nicet,ADJ,m,0.14
noduleux,noduleux,ADJ,m,0.14
nordistes,nordiste,ADJ,m,0.14
nullard,nullard,ADJ,m,0.14
nullards,nullard,ADJ,m,0.14
numismatique,numismatique,ADJ,m,0.14
négateur,négateur,ADJ,m,0.14
néo-mauresque,néo-mauresque,ADJ,m,0.14
néo-zélandais,néo-zélandais,ADJ,m,0.14
névralgique,névralgique,ADJ,m,0.14
névralgiques,névralgique,ADJ,m,0.14
oblitéré,oblitéré,ADJ,m,0.14
oblitérés,oblitéré,ADJ,m,0.14
observant,observant,ADJ,m,0.14
oedipien,oedipien,ADJ,m,0.14
olographe,olographe,ADJ,m,0.14
olé-olé,olé-olé,ADJ,m,0.14
omnivore,omnivore,ADJ,m,0.14
ondés,ondé,ADJ,m,0.14
ongulé,ongulé,ADJ,m,0.14
ongulés,ongulé,ADJ,m,0.14
oppressif,oppressif,ADJ,m,0.14
orbiculaire,orbiculaire,ADJ,m,0.14
orchestral,orchestral,ADJ,m,0.14
orchestraux,orchestral,ADJ,m,0.14
orgastique,orgastique,ADJ,m,0.14
orgiastique,orgiastique,ADJ,m,0.14
orphique,orphique,ADJ,m,0.14
orphiques,orphique,ADJ,m,0.14
oscillatoire,oscillatoire,ADJ,m,0.14
oscillatoires,oscillatoire,ADJ,m,0.14
ouateux,ouateux,ADJ,m,0.14
oursins,oursin,ADJ,m,0.14
oxfordien,oxfordien,ADJ,m,0.14
palmipèdes,palmipède,ADJ,m,0.14
paléolithiques,paléolithique,ADJ,m,0.14
panamiens,panamien,ADJ,m,0.14
paolistes,paoliste,ADJ,m,0.14
papilionacé,papilionacé,ADJ,m,0.14
papillonnant,papillonnant,ADJ,m,0.14
paramédical,paramédical,ADJ,m,0.14
paramédicaux,paramédical,ADJ,m,0.14
paraplégiques,paraplégique,ADJ,m,0.14
parkinsonien,parkinsonien,ADJ,m,0.14
parkinsoniens,parkinsonien,ADJ,m,0.14
parqués,parqué,ADJ,m,0.14
parricide,parricide,ADJ,m,0.14
parricides,parricide,ADJ,m,0.14
participant,participant,ADJ,m,0.14
participants,participant,ADJ,m,0.14
pattu,pattu,ADJ,m,0.14
pattus,pattu,ADJ,m,0.14
peaux-rouges,peau-rouge,ADJ,m,0.14
pensionné,pensionné,ADJ,m,0.14
pensionnés,pensionné,ADJ,m,0.14
perceptif,perceptif,ADJ,m,0.14
perfectionnistes,perfectionniste,ADJ,m,0.14
perforant,perforant,ADJ,m,0.14
perforants,perforant,ADJ,m,0.14
persiflé,persiflé,ADJ,m,0.14
perturbant,perturbant,ADJ,m,0.14
perturbants,perturbant,ADJ,m,0.14
pestiféré,pestiféré,ADJ,m,0.14
peuhl,peuhl,ADJ,m,0.14
phallocratique,phallocratique,ADJ,m,0.14
pharisien,pharisien,ADJ,m,0.14
pharisiens,pharisien,ADJ,m,0.14
physionomiste,physionomiste,ADJ,m,0.14
piaillards,piaillard,ADJ,m,0.14
piaulant,piaulant,ADJ,m,0.14
plafonné,plafonné,ADJ,m,0.14
poilant,poilant,ADJ,m,0.14
polack,polack,ADJ,m,0.14
polacks,polack,ADJ,m,0.14
politicard,politicard,ADJ,m,0.14
polluant,polluant,ADJ,m,0.14
polluants,polluant,ADJ,m,0.14
polyphonique,polyphonique,ADJ,m,0.14
polyvalent,polyvalent,ADJ,m,0.14
polyvalents,polyvalent,ADJ,m,0.14
poméranien,poméranien,ADJ,m,0.14
poméraniens,poméranien,ADJ,m,0.14
portal,portal,ADJ,m,0.14
poupard,poupard,ADJ,m,0.14
poupards,poupard,ADJ,m,0.14
pourpré,pourpré,ADJ,m,0.14
prenable,prenable,ADJ,m,0.14
presseur,presseur,ADJ,m,0.14
prochinois,prochinois,ADJ,m,0.14
procédurier,procédurier,ADJ,m,0.14
profanateur,profanateur,ADJ,m,0.14
profanateurs,profanateur,ADJ,m,0.14
promotionnel,promotionnel,ADJ,m,0.14
proustien,proustien,ADJ,m,0.14
prédit,prédit,ADJ,m,0.14
préférentiel,préférentiel,ADJ,m,0.14
prétendant,prétendant,ADJ,m,0.14
prétendants,prétendant,ADJ,m,0.14
punissable,punissable,ADJ,m,0.14
punissables,punissable,ADJ,m,0.14
purgatif,purgatif,ADJ,m,0.14
puriste,puriste,ADJ,m,0.14
pygmées,pygmée,ADJ,m,0.14
pétochard,pétochard,ADJ,m,0.14
quadrupèdes,quadrupède,ADJ,m,0.14
qualitatif,qualitatif,ADJ,m,0.14
qualitatifs,qualitatif,ADJ,m,0.14
quantitatif,quantitatif,ADJ,m,0.14
querelleur,querelleur,ADJ,m,0.14
querelleurs,querelleur,ADJ,m,0.14
rachidien,rachidien,ADJ,m,0.14
radiant,radiant,ADJ,m,0.14
ravigotant,ravigotant,ADJ,m,0.14
ravigotants,ravigotant,ADJ,m,0.14
recalé,recalé,ADJ,m,0.14
recalés,recalé,ADJ,m,0.14
rectal,rectal,ADJ,m,0.14
rectaux,rectal,ADJ,m,0.14
redécoré,redécoré,ADJ,m,0.14
relargué,relargué,ADJ,m,0.14
rhodanien,rhodanien,ADJ,m,0.14
rhomboïdal,rhomboïdal,ADJ,m,0.14
rogneux,rogneux,ADJ,m,0.14
ronchon,ronchon,ADJ,m,0.14
rouilleux,rouilleux,ADJ,m,0.14
russo-allemand,russo-allemand,ADJ,m,0.14
russo-polonais,russo-polonais,ADJ,m,0.14
récusable,récusable,ADJ,m,0.14
réflexif,réflexif,ADJ,m,0.14
régionaliste,régionaliste,ADJ,m,0.14
rémanent,rémanent,ADJ,m,0.14
résident,résident,ADJ,m,0.14
résidents,résident,ADJ,m,0.14
rétinien,rétinien,ADJ,m,0.14
rétroactif,rétroactif,ADJ,m,0.14
réverbérant,réverbérant,ADJ,m,0.14
safrané,safrané,ADJ,m,0.14
salivant,salivant,ADJ,m,0.14
sanieux,sanieux,ADJ,m,0.14
saoudien,saoudien,ADJ,m,0.14
saoudiens,saoudien,ADJ,m,0.14
sautant,sautant,ADJ,m,0.14
schizoïdes,schizoïde,ADJ,m,0.14
sciant,sciant,ADJ,m,0.14
sectoriels,sectoriel,ADJ,m,0.14
seldjoukide,seldjoukide,ADJ,m,0.14
semi-officiel,semi-officiel,ADJ,m,0.14
semés,semé,ADJ,m,0.14
serbo-croate,serbo-croate,ADJ,m,0.14
sinusoïdal,sinusoïdal,ADJ,m,0.14
sinusoïdaux,sinusoïdal,ADJ,m,0.14
social-démocrate,social-démocrate,ADJ,m,0.14
socio-culturels,socio-culturel,ADJ,m,0.14
socioculturel,socioculturel,ADJ,m,0.14
somatique,somatique,ADJ,m,0.14
spatulés,spatulé,ADJ,m,0.14
standardisé,standardisé,ADJ,m,0.14
standardisés,standardisé,ADJ,m,0.14
sternal,sternal,ADJ,m,0.14
stratosphérique,stratosphérique,ADJ,m,0.14
stérilisant,stérilisant,ADJ,m,0.14
stéréophonique,stéréophonique,ADJ,m,0.14
substantif,substantif,ADJ,m,0.14
substantifs,substantif,ADJ,m,0.14
subtropical,subtropical,ADJ,m,0.14
subventionné,subventionné,ADJ,m,0.14
subventionnés,subventionné,ADJ,m,0.14
sudètes,sudète,ADJ,m,0.14
suiffeux,suiffeux,ADJ,m,0.14
supranational,supranational,ADJ,m,0.14
suractivé,suractivé,ADJ,m,0.14
suralimentés,suralimenté,ADJ,m,0.14
surnuméraires,surnuméraire,ADJ,m,0.14
symphoniques,symphonique,ADJ,m,0.14
synagogaux,synagogal,ADJ,m,0.14
sébacé,sébacé,ADJ,m,0.14
séronégatif,séronégatif,ADJ,m,0.14
séronégatifs,séronégatif,ADJ,m,0.14
sévillan,sévillan,ADJ,m,0.14
taillable,taillable,ADJ,m,0.14
taiseux,taiseux,ADJ,m,0.14
tantrique,tantrique,ADJ,m,0.14
tantriques,tantrique,ADJ,m,0.14
taraudant,taraudant,ADJ,m,0.14
tarsiens,tarsien,ADJ,m,0.14
taupé,taupé,ADJ,m,0.14
taupés,taupé,ADJ,m,0.14
taxé,taxé,ADJ,m,0.14
taxés,taxé,ADJ,m,0.14
tempétueux,tempétueux,ADJ,m,0.14
terrifique,terrifique,ADJ,m,0.14
tertiaires,tertiaire,ADJ,m,0.14
thomiste,thomiste,ADJ,m,0.14
tibial,tibial,ADJ,m,0.14
tiercé,tiercé,ADJ,m,0.14
tiraillé,tiraillé,ADJ,m,0.14
tisonné,tisonné,ADJ,m,0.14
tisonnés,tisonné,ADJ,m,0.14
toltèques,toltèque,ADJ,m,0.14
tonifiant,tonifiant,ADJ,m,0.14
tonifiants,tonifiant,ADJ,m,0.14
tournois,tournois,ADJ,m,0.14
traitable,traitable,ADJ,m,0.14
transformateur,transformateur,ADJ,m,0.14
transformateurs,transformateur,ADJ,m,0.14
transitif,transitif,ADJ,m,0.14
transitifs,transitif,ADJ,m,0.14
transposable,transposable,ADJ,m,0.14
transposables,transposable,ADJ,m,0.14
transsexuel,transsexuel,ADJ,m,0.14
transsexuels,transsexuel,ADJ,m,0.14
traumatisant,traumatisant,ADJ,m,0.14
traumatisants,traumatisant,ADJ,m,0.14
traversable,traversable,ADJ,m,0.14
trilobés,trilobé,ADJ,m,0.14
tristouillard,tristouillard,ADJ,m,0.14
troyen,troyen,ADJ,m,0.14
trémulant,trémulant,ADJ,m,0.14
turcoman,turcoman,ADJ,m,0.14
turkmènes,turkmène,ADJ,m,0.14
turquin,turquin,ADJ,m,0.14
tutorial,tutorial,ADJ,m,0.14
tutoriaux,tutorial,ADJ,m,0.14
typhiques,typhique,ADJ,m,0.14
typé,typé,ADJ,m,0.14
typés,typé,ADJ,m,0.14
ubiquitaire,ubiquitaire,ADJ,m,0.14
ultra-sensible,ultra-sensible,ADJ,m,0.14
unidirectionnel,unidirectionnel,ADJ,m,0.14
unidirectionnels,unidirectionnel,ADJ,m,0.14
usant,usant,ADJ,m,0.14
usinier,usinier,ADJ,m,0.14
usuraire,usuraire,ADJ,m,0.14
usuraires,usuraire,ADJ,m,0.14
valorisant,valorisant,ADJ,m,0.14
valétudinaire,valétudinaire,ADJ,m,0.14
vasards,vasard,ADJ,m,0.14
vecteur,vecteur,ADJ,m,0.14
vecteurs,vecteur,ADJ,m,0.14
veinulé,veinulé,ADJ,m,0.14
venté,venté,ADJ,m,0.14
vermineux,vermineux,ADJ,m,0.14
verrier,verrier,ADJ,m,0.14
verriers,verrier,ADJ,m,0.14
verveux,verveux,ADJ,m,0.14
viking,viking,ADJ,m,0.14
vikings,viking,ADJ,m,0.14
vilipendé,vilipendé,ADJ,m,0.14
vrillé,vrillé,ADJ,m,0.14
vrillés,vrillé,ADJ,m,0.14
vulcanisé,vulcanisé,ADJ,m,0.14
westphalien,westphalien,ADJ,m,0.14
wilhelmien,wilhelmien,ADJ,m,0.14
wurtembergeois,wurtembergeois,ADJ,m,0.14
zarbis,zarbi,ADJ,m,0.14
zurichois,zurichois,ADJ,m,0.14
ébaubi,ébaubi,ADJ,m,0.14
élyséen,élyséen,ADJ,m,0.14
émoulu,émoulu,ADJ,m,0.14
émoustillant,émoustillant,ADJ,m,0.14
épagomènes,épagomène,ADJ,m,0.14
érectiles,érectile,ADJ,m,0.14
éreintant,éreintant,ADJ,m,0.14
éreintants,éreintant,ADJ,m,0.14
érotomane,érotomane,ADJ,m,0.14
éversé,éversé,ADJ,m,0.14
abasourdissant,abasourdissant,ADJ,m,0.07
abasourdissants,abasourdissant,ADJ,m,0.07
abolitionniste,abolitionniste,ADJ,m,0.07
abréviatif,abréviatif,ADJ,m,0.07
absorbables,absorbable,ADJ,m,0.07
accaparant,accaparant,ADJ,m,0.07
accostant,accostant,ADJ,m,0.07
activant,activant,ADJ,m,0.07
activé,activé,ADJ,m,0.07
activés,activé,ADJ,m,0.07
acétique,acétique,ADJ,m,0.07
adaptatif,adaptatif,ADJ,m,0.07
adaptatifs,adaptatif,ADJ,m,0.07
administrant,administrant,ADJ,m,0.07
adoptant,adoptant,ADJ,m,0.07
adulateur,adulateur,ADJ,m,0.07
affichant,affichant,ADJ,m,0.07
affixé,affixé,ADJ,m,0.07
afro-cubain,afro-cubain,ADJ,m,0.07
afro-cubains,afro-cubain,ADJ,m,0.07
agglutinatif,agglutinatif,ADJ,m,0.07
aixois,aixois,ADJ,m,0.07
ajourné,ajourné,ADJ,m,0.07
ajournés,ajourné,ADJ,m,0.07
allergène,allergène,ADJ,m,0.07
alluré,alluré,ADJ,m,0.07
alterne,alterne,ADJ,m,0.07
amincissant,amincissant,ADJ,m,0.07
amincissants,amincissant,ADJ,m,0.07
amnistiés,amnistié,ADJ,m,0.07
amplificateur,amplificateur,ADJ,m,0.07
amplificateurs,amplificateur,ADJ,m,0.07
amérindien,amérindien,ADJ,m,0.07
amérindiens,amérindien,ADJ,m,0.07
anatomophysiologique,anatomophysiologique,ADJ,m,0.07
androïdes,androïde,ADJ,m,0.07
angevin,angevin,ADJ,m,0.07
anglo-albanais,anglo-albanais,ADJ,m,0.07
anglo-éthiopien,anglo-éthiopien,ADJ,m,0.07
angolais,angolais,ADJ,m,0.07
anobli,anobli,ADJ,m,0.07
anosmique,anosmique,ADJ,m,0.07
anthropoïde,anthropoïde,ADJ,m,0.07
anti-atomique,anti-atomique,ADJ,m,0.07
anti-atomiques,anti-atomique,ADJ,m,0.07
anti-conglutinatif,anti-conglutinatif,ADJ,m,0.07
anti-jeunes,anti-jeunes,ADJ,m,0.07
anti-métaphysique,anti-métaphysique,ADJ,m,0.07
anti-odorants,anti-odorant,ADJ,m,0.07
anti-pelliculaire,anti-pelliculaire,ADJ,m,0.07
antiallemands,antiallemand,ADJ,m,0.07
antiblocage,antiblocage,ADJ,m,0.07
antibolcheviques,antibolchevique,ADJ,m,0.07
antibourgeois,antibourgeois,ADJ,m,0.07
antibrouillard,antibrouillard,ADJ,m,0.07
anticalcaire,anticalcaire,ADJ,m,0.07
anticycloniques,anticyclonique,ADJ,m,0.07
antidictatoriaux,antidictatorial,ADJ,m,0.07
antidépresseur,antidépresseur,ADJ,m,0.07
antidépresseurs,antidépresseur,ADJ,m,0.07
antinazis,antinazi,ADJ,m,0.07
antipodaire,antipodaire,ADJ,m,0.07
antipoison,antipoison,ADJ,m,0.07
antipoliomyélitique,antipoliomyélitique,ADJ,m,0.07
antipopulaire,antipopulaire,ADJ,m,0.07
antirabique,antirabique,ADJ,m,0.07
antirusse,antirusse,ADJ,m,0.07
antirépublicain,antirépublicain,ADJ,m,0.07
antisexistes,antisexiste,ADJ,m,0.07
antisexuel,antisexuel,ADJ,m,0.07
antisocial,antisocial,ADJ,m,0.07
antisociaux,antisocial,ADJ,m,0.07
antitussif,antitussif,ADJ,m,0.07
antityphoïdique,antityphoïdique,ADJ,m,0.07
apprivoiseur,apprivoiseur,ADJ,m,0.07
approbatif,approbatif,ADJ,m,0.07
aquarellés,aquarellé,ADJ,m,0.07
aquitain,aquitain,ADJ,m,0.07
araméen,araméen,ADJ,m,0.07
archi-blet,archi-blet,ADJ,m,0.07
archi-connu,archi-connu,ADJ,m,0.07
archi-connus,archi-connu,ADJ,m,0.07
archi-prouvé,archi-prouvé,ADJ,m,0.07
archi-vieux,archi-vieux,ADJ,m,0.07
archiconnu,archiconnu,ADJ,m,0.07
archifaux,archifaux,ADJ,m,0.07
archiépiscopal,archiépiscopal,ADJ,m,0.07
arien,arien,ADJ,m,0.07
ariens,arien,ADJ,m,0.07
armorial,armorial,ADJ,m,0.07
arménoïde,arménoïde,ADJ,m,0.07
arsénieux,arsénieux,ADJ,m,0.07
asilaire,asilaire,ADJ,m,0.07
assimilant,assimilant,ADJ,m,0.07
assimilateurs,assimilateur,ADJ,m,0.07
associatifs,associatif,ADJ,m,0.07
assonants,assonant,ADJ,m,0.07
assoupissant,assoupissant,ADJ,m,0.07
audienciers,audiencier,ADJ,m,0.07
augustinien,augustinien,ADJ,m,0.07
aulique,aulique,ADJ,m,0.07
auroral,auroral,ADJ,m,0.07
autodestructeur,autodestructeur,ADJ,m,0.07
autodestructeurs,autodestructeur,ADJ,m,0.07
autonettoyant,autonettoyant,ADJ,m,0.07
avivé,avivé,ADJ,m,0.07
azerbaïdjanais,azerbaïdjanais,ADJ,m,0.07
azimuté,azimuté,ADJ,m,0.07
azéri,azéri,ADJ,m,0.07
azéris,azéri,ADJ,m,0.07
badgés,badgé,ADJ,m,0.07
balayant,balayant,ADJ,m,0.07
bambara,bambara,ADJ,m,0.07
bantou,bantou,ADJ,m,0.07
barbiturique,barbiturique,ADJ,m,0.07
barbituriques,barbiturique,ADJ,m,0.07
beethovénien,beethovénien,ADJ,m,0.07
bidimensionnel,bidimensionnel,ADJ,m,0.07
bien-disants,bien-disant,ADJ,m,0.07
bifaces,biface,ADJ,m,0.07
biodégradable,biodégradable,ADJ,m,0.07
biplan,biplan,ADJ,m,0.07
bisannuel,bisannuel,ADJ,m,0.07
bisexué,bisexué,ADJ,m,0.07
bisexués,bisexué,ADJ,m,0.07
bismarckien,bismarckien,ADJ,m,0.07
bitumineux,bitumineux,ADJ,m,0.07
blanc-gris,blanc-gris,ADJ,m,0.07
blancs-manteaux,blancs-manteaux,ADJ,m,0.07
bleu-ciel,bleu-ciel,ADJ,m,0.07
bolivien,bolivien,ADJ,m,0.07
boliviens,bolivien,ADJ,m,0.07
bordier,bordier,ADJ,m,0.07
bosnien,bosnien,ADJ,m,0.07
bouchonné,bouchonné,ADJ,m,0.07
bouillonneux,bouillonneux,ADJ,m,0.07
bouillu,bouillu,ADJ,m,0.07
boulonnais,boulonnais,ADJ,m,0.07
boulot-refuge,boulot-refuge,ADJ,m,0.07
bouqueté,bouqueté,ADJ,m,0.07
brahmanique,brahmanique,ADJ,m,0.07
brahmanistes,brahmaniste,ADJ,m,0.07
brailleur,brailleur,ADJ,m,0.07
brailleurs,brailleur,ADJ,m,0.07
brassicourt,brassicourt,ADJ,m,0.07
brinquebalants,brinquebalant,ADJ,m,0.07
brioché,brioché,ADJ,m,0.07
briochés,brioché,ADJ,m,0.07
brochant,brochant,ADJ,m,0.07
bronchiques,bronchique,ADJ,m,0.07
bulbeux,bulbeux,ADJ,m,0.07
burgondes,burgonde,ADJ,m,0.07
butineur,butineur,ADJ,m,0.07
byronien,byronien,ADJ,m,0.07
byzantinisant,byzantinisant,ADJ,m,0.07
bécoteur,bécoteur,ADJ,m,0.07
