"Word","lemme","cgram","genre","nombre","freqlemlivres"
"tolu","tolu","NOM","m","s","0.14"
"tom","tom","NOM","m","s","0.14"
"tomme","tomme","NOM","f","s","0.14"
"tommes","tomme","NOM","f","p","0.14"
"tonitruance","tonitruance","NOM","f","s","0.14"
"tonitruances","tonitruance","NOM","f","p","0.14"
"tord-nez","tord-nez","NOM","m","s","0.14"
"tordion","tordion","NOM","m","s","0.14"
"tordions","tordion","NOM","m","p","0.14"
"tortil","tortil","NOM","m","s","0.14"
"tortils","tortil","NOM","m","p","0.14"
"toucan","toucan","NOM","m","s","0.14"
"touloupes","touloupe","NOM","f","p","0.14"
"touque","touque","NOM","f","s","0.14"
"touques","touque","NOM","f","p","0.14"
"trabuco","trabuco","NOM","m","s","0.14"
"trachéotomie","trachéotomie","NOM","f","s","0.14"
"traintrain","traintrain","NOM","m","","0.14"
"trampoline","trampoline","NOM","","s","0.14"
"transhumance","transhumance","NOM","f","s","0.14"
"transhumances","transhumance","NOM","f","p","0.14"
"translucidité","translucidité","NOM","f","s","0.14"
"transmigration","transmigration","NOM","f","s","0.14"
"trayeuse","trayeur","NOM","f","s","0.14"
"trayeuses","trayeur","NOM","f","p","0.14"
"triade","triade","NOM","f","s","0.14"
"triades","triade","NOM","f","p","0.14"
"trictrac","trictrac","NOM","m","s","0.14"
"trieur","trieur","NOM","m","s","0.14"
"trieurs","trieur","NOM","m","p","0.14"
"trieuse","trieur","NOM","f","s","0.14"
"trieuses","trieur","NOM","f","p","0.14"
"trillion","trillion","NOM","m","s","0.14"
"trillions","trillion","NOM","m","p","0.14"
"trimeur","trimeur","NOM","m","s","0.14"
"trimeurs","trimeur","NOM","m","p","0.14"
"tringlette","tringlette","NOM","f","s","0.14"
"tripatouillage","tripatouillage","NOM","m","s","0.14"
"tripatouillages","tripatouillage","NOM","m","p","0.14"
"triplement","triplement","NOM","m","s","0.14"
"triqueballe","triqueballe","NOM","m","s","0.14"
"triumvirat","triumvirat","NOM","m","s","0.14"
"trocart","trocart","NOM","m","s","0.14"
"troche","troche","NOM","f","s","0.14"
"trochée","trochée","NOM","","s","0.14"
"trombinoscope","trombinoscope","NOM","m","s","0.14"
"trommel","trommel","NOM","m","s","0.14"
"trompeur","trompeur","NOM","m","s","0.14"
"trompeurs","trompeur","NOM","m","p","0.14"
"tropézienne","tropézien","NOM","f","s","0.14"
"trotskisme","trotskisme","NOM","m","s","0.14"
"trottin","trottin","NOM","m","s","0.14"
"trottins","trottin","NOM","m","p","0.14"
"trou-du-cul","trou-du-cul","NOM","m","s","0.14"
"troufignon","troufignon","NOM","m","s","0.14"
"troufignons","troufignon","NOM","m","p","0.14"
"trous-du-cul","trou-du-cul","NOM","m","p","0.14"
"trousseur","trousseur","NOM","m","s","0.14"
"trucmuche","trucmuche","NOM","m","s","0.14"
"trusquin","trusquin","NOM","m","s","0.14"
"trypanosome","trypanosome","NOM","m","s","0.14"
"trypanosomes","trypanosome","NOM","m","p","0.14"
"tréma","tréma","NOM","m","s","0.14"
"trémail","trémail","NOM","m","s","0.14"
"trémas","tréma","NOM","m","p","0.14"
"trépan","trépan","NOM","m","s","0.14"
"tss tss","tss-tss","NOM","m","","0.14"
"tss-tss","tss-tss","NOM","m","","0.14"
"tuberculine","tuberculine","NOM","f","s","0.14"
"tulipier","tulipier","NOM","m","s","0.14"
"tulipiers","tulipier","NOM","m","p","0.14"
"turlupinade","turlupinade","NOM","f","s","0.14"
"turlupinades","turlupinade","NOM","f","p","0.14"
"turlupins","turlupin","NOM","m","p","0.14"
"turquerie","turquerie","NOM","f","s","0.14"
"tuyauté","tuyauté","NOM","m","s","0.14"
"tuyautés","tuyauté","NOM","m","p","0.14"
"twill","twill","NOM","m","s","0.14"
"twin-set","twin-set","NOM","m","s","0.14"
"typomètre","typomètre","NOM","m","s","0.14"
"tyranneau","tyranneau","NOM","m","s","0.14"
"tyranneaux","tyranneau","NOM","m","p","0.14"
"tyrannicide","tyrannicide","NOM","","s","0.14"
"tyrannicides","tyrannicide","NOM","","p","0.14"
"tégument","tégument","NOM","m","s","0.14"
"tél.","tél.","NOM","m","s","0.14"
"télégraphie","télégraphie","NOM","f","s","0.14"
"ténuité","ténuité","NOM","f","s","0.14"
"tétère","téter","NOM","f","s","0.14"
"ubac","ubac","NOM","m","s","0.14"
"ultra-sons","ultra-son","NOM","m","p","0.14"
"universalisme","universalisme","NOM","m","s","0.14"
"urbanisme","urbanisme","NOM","m","s","0.14"
"urée","urée","NOM","f","s","0.14"
"ustion","ustion","NOM","f","s","0.14"
"usufruitier","usufruitier","NOM","m","s","0.14"
"vachardise","vachardise","NOM","f","s","0.14"
"vadrouilleur","vadrouilleur","NOM","m","s","0.14"
"vadrouilleurs","vadrouilleur","NOM","m","p","0.14"
"vadrouilleuse","vadrouilleur","NOM","f","s","0.14"
"vadrouilleuses","vadrouilleur","NOM","f","p","0.14"
"valdôtains","valdôtain","NOM","m","p","0.14"
"valencien","valencien","NOM","m","s","0.14"
"valencienne","valencien","NOM","f","s","0.14"
"valpolicella","valpolicella","NOM","m","s","0.14"
"valériane","valériane","NOM","f","s","0.14"
"vampirisme","vampirisme","NOM","m","s","0.14"
"vandoises","vandoise","NOM","f","p","0.14"
"vanity-case","vanity-case","NOM","m","s","0.14"
"vantard","vantard","NOM","m","s","0.14"
"vantarde","vantard","NOM","f","s","0.14"
"vantards","vantard","NOM","m","p","0.14"
"vaporisation","vaporisation","NOM","f","s","0.14"
"vaporisations","vaporisation","NOM","f","p","0.14"
"variabilité","variabilité","NOM","f","s","0.14"
"variable","variable","NOM","f","s","0.14"
"variables","variable","NOM","f","p","0.14"
"variateur","variateur","NOM","m","s","0.14"
"vatères","vatère","NOM","m","p","0.14"
"vau-l'eau","vau-l'eau","NOM","m","s","0.14"
"vaudois","vaudois","NOM","m","","0.14"
"vauvert","vauvert","NOM","","s","0.14"
"vedettariat","vedettariat","NOM","m","s","0.14"
"veinures","veinure","NOM","f","p","0.14"
"vendéen","vendéen","NOM","m","s","0.14"
"ventilo","ventilo","NOM","m","s","0.14"
"ventilos","ventilo","NOM","m","p","0.14"
"ventrière","ventrière","NOM","f","s","0.14"
"verdier","verdier","NOM","m","s","0.14"
"verdiers","verdier","NOM","m","p","0.14"
"vermifuge","vermifuge","NOM","m","s","0.14"
"verstes","verste","NOM","f","p","0.14"
"vertigo","vertigo","NOM","m","s","0.14"
"vertugadin","vertugadin","NOM","m","s","0.14"
"vertébré","vertébré","NOM","m","s","0.14"
"vertébrés","vertébré","NOM","m","p","0.14"
"vespasienne","vespasienne","NOM","f","s","0.14"
"vesses","vesse","NOM","f","p","0.14"
"vibraphone","vibraphone","NOM","m","s","0.14"
"vibraphones","vibraphone","NOM","m","p","0.14"
"vibrisses","vibrisse","NOM","f","p","0.14"
"vichystes","vichyste","NOM","","p","0.14"
"vidage","vidage","NOM","m","s","0.14"
"vide-poche","vide-poche","NOM","m","s","0.14"
"vieux-rose","vieux-rose","NOM","m","","0.14"
"viocard","viocard","NOM","m","s","0.14"
"violoncelliste","violoncelliste","NOM","","s","0.14"
"violoncellistes","violoncelliste","NOM","","p","0.14"
"vire","vire","NOM","f","s","0.14"
"vires","vire","NOM","f","p","0.14"
"visagiste","visagiste","NOM","","s","0.14"
"viscose","viscose","NOM","f","s","0.14"
"viscoses","viscose","NOM","f","p","0.14"
"visionneuse","visionneur","NOM","f","s","0.14"
"vista","vista","NOM","f","s","0.14"
"vits","vit","NOM","m","p","0.14"
"vocatif","vocatif","NOM","m","s","0.14"
"vocatifs","vocatif","NOM","m","p","0.14"
"vol-au-vent","vol-au-vent","NOM","m","","0.14"
"volleyeur","volleyeur","NOM","m","s","0.14"
"volleyeurs","volleyeur","NOM","m","p","0.14"
"volontarisme","volontarisme","NOM","m","s","0.14"
"voltaire","voltaire","NOM","m","s","0.14"
"voltaires","voltaire","NOM","m","p","0.14"
"vortex","vortex","NOM","m","","0.14"
"vosgien","vosgien","NOM","m","s","0.14"
"vouge","vouge","NOM","f","s","0.14"
"walkie-talkie","walkie-talkie","NOM","m","s","0.14"
"walkies-talkies","walkie-talkie","NOM","m","p","0.14"
"wassingue","wassingue","NOM","f","s","0.14"
"wassingues","wassingue","NOM","f","p","0.14"
"water-closet","water-closet","NOM","m","s","0.14"
"way of life","way of life","NOM","m","s","0.14"
"wisigothe","wisigoth","NOM","f","s","0.14"
"wisigoths","wisigoth","NOM","m","p","0.14"
"xénophilie","xénophilie","NOM","f","s","0.14"
"yachting","yachting","NOM","m","s","0.14"
"yachtman","yachtman","NOM","m","s","0.14"
"yachtmen","yachtman","NOM","m","p","0.14"
"yearling","yearling","NOM","m","s","0.14"
"yeti","yeti","NOM","m","s","0.14"
"ypérite","ypérite","NOM","f","s","0.14"
"yèbles","yèble","NOM","f","p","0.14"
"yé-yé","yé-yé","NOM","m","","0.14"
"yéti","yéti","NOM","m","s","0.14"
"zozotement","zozotement","NOM","m","s","0.14"
"zozotements","zozotement","NOM","m","p","0.14"
"zurichois","zurichois","NOM","m","","0.14"
"âme-soeur","âme-soeur","NOM","f","s","0.14"
"ânonnement","ânonnement","NOM","m","s","0.14"
"ânonnements","ânonnement","NOM","m","p","0.14"
"ébrouement","ébrouement","NOM","m","s","0.14"
"écaillure","écaillure","NOM","f","s","0.14"
"écaillures","écaillure","NOM","f","p","0.14"
"écartelé","écartelé","NOM","m","s","0.14"
"écartelés","écartelé","NOM","m","p","0.14"
"échéancier","échéancier","NOM","m","s","0.14"
"éclairagiste","éclairagiste","NOM","","s","0.14"
"éclairagistes","éclairagiste","NOM","","p","0.14"
"écliptique","écliptique","NOM","m","s","0.14"
"écrabouillage","écrabouillage","NOM","m","s","0.14"
"écrivassiers","écrivassier","NOM","m","p","0.14"
"écuellée","écuellée","NOM","f","s","0.14"
"écuellées","écuellée","NOM","f","p","0.14"
"édiles","édile","NOM","m","p","0.14"
"édito","édito","NOM","m","s","0.14"
"éditos","édito","NOM","m","p","0.14"
"égipan","égipan","NOM","m","s","0.14"
"égipans","égipan","NOM","m","p","0.14"
"égorgeoir","égorgeoir","NOM","m","s","0.14"
"égyptologie","égyptologie","NOM","f","s","0.14"
"égyptologue","égyptologue","NOM","","s","0.14"
"égyptologues","égyptologue","NOM","","p","0.14"
"éjaculateur","éjaculateur","NOM","m","s","0.14"
"éjaculateurs","éjaculateur","NOM","m","p","0.14"
"éjection","éjection","NOM","f","s","0.14"
"éjections","éjection","NOM","f","p","0.14"
"élagueur","élagueur","NOM","m","s","0.14"
"élagueurs","élagueur","NOM","m","p","0.14"
"élastomère","élastomère","NOM","m","s","0.14"
"électro-acoustique","électro-acoustique","NOM","f","s","0.14"
"électuaires","électuaire","NOM","m","p","0.14"
"éligibilité","éligibilité","NOM","f","s","0.14"
"émasculation","émasculation","NOM","f","s","0.14"
"émincé","émincé","NOM","m","s","0.14"
"émincés","émincé","NOM","m","p","0.14"
"émondeur","émondeur","NOM","m","s","0.14"
"émotif","émotif","NOM","m","s","0.14"
"émotifs","émotif","NOM","m","p","0.14"
"épars","épars","NOM","m","p","0.14"
"épervière","épervière","NOM","f","s","0.14"
"épervières","épervière","NOM","f","p","0.14"
"épididyme","épididyme","NOM","m","s","0.14"
"épididymes","épididyme","NOM","m","p","0.14"
"épidémiologie","épidémiologie","NOM","f","s","0.14"
"épigraphie","épigraphie","NOM","f","s","0.14"
"épiphylle","épiphylle","NOM","m","s","0.14"
"épiphylles","épiphylle","NOM","m","p","0.14"
"épiploon","épiploon","NOM","m","s","0.14"
"épiploons","épiploon","NOM","m","p","0.14"
"épissures","épissure","NOM","f","p","0.14"
"épitoge","épitoge","NOM","f","s","0.14"
"équanimité","équanimité","NOM","f","s","0.14"
"équarrissage","équarrissage","NOM","m","s","0.14"
"érotomane","érotomane","NOM","","s","0.14"
"érotomanie","érotomanie","NOM","f","s","0.14"
"érythème","érythème","NOM","m","s","0.14"
"érythèmes","érythème","NOM","m","p","0.14"
"étambot","étambot","NOM","m","s","0.14"
"éteignoir","éteignoir","NOM","m","s","0.14"
"étendoir","étendoir","NOM","m","s","0.14"
"étrillage","étrillage","NOM","m","s","0.14"
"étuvée","étuvée","NOM","f","s","0.14"
"étymologiste","étymologiste","NOM","","s","0.14"
"évaluateur","évaluateur","NOM","m","s","0.14"
"éveilleur","éveilleur","NOM","m","s","0.14"
"éventration","éventration","NOM","f","s","0.14"
"évitée","évitée","NOM","f","s","0.14"
"abalone","abalone","NOM","m","s","0.07"
"abalones","abalone","NOM","m","p","0.07"
"abandonneurs","abandonneur","NOM","m","p","0.07"
"abaque","abaque","NOM","m","s","0.07"
"abatage","abatage","NOM","m","s","0.07"
"abolitionniste","abolitionniste","NOM","","s","0.07"
"abolitionnistes","abolitionniste","NOM","","p","0.07"
"abornement","abornement","NOM","m","s","0.07"
"abouchements","abouchement","NOM","m","p","0.07"
"aboulique","aboulique","NOM","","s","0.07"
"abounas","abouna","NOM","m","p","0.07"
"abreuvage","abreuvage","NOM","m","s","0.07"
"abri-refuge","abri-refuge","NOM","m","s","0.07"
"abricotine","abricotine","NOM","f","s","0.07"
"abrutisseur","abrutisseur","NOM","m","s","0.07"
"abscission","abscission","NOM","f","s","0.07"
"absidiole","absidiole","NOM","f","s","0.07"
"absurdistes","absurdiste","NOM","","p","0.07"
"abyme","abyme","NOM","m","s","0.07"
"abécédaire","abécédaire","NOM","m","s","0.07"
"acadien","acadien","NOM","m","s","0.07"
"acadiens","acadien","NOM","m","p","0.07"
"acariens","acarien","NOM","m","p","0.07"
"accesseurs","accesseur","NOM","m","p","0.07"
"accessit","accessit","NOM","m","s","0.07"
"accolement","accolement","NOM","m","s","0.07"
"accordailles","accordailles","NOM","f","p","0.07"
"accordement","accordement","NOM","m","s","0.07"
"accordo","accordo","NOM","m","s","0.07"
"accores","accore","NOM","m","p","0.07"
"accotoirs","accotoir","NOM","m","p","0.07"
"accotés","accoté","NOM","m","p","0.07"
"accro","accro","NOM","m","s","0.07"
"accros","accro","NOM","m","p","0.07"
"accrue","accrue","NOM","f","s","0.07"
"accréditif","accréditif","NOM","m","s","0.07"
"accrédités","accrédité","NOM","m","p","0.07"
"accusatif","accusatif","NOM","m","s","0.07"
"acerbité","acerbité","NOM","m","s","0.07"
"achalandage","achalandage","NOM","m","s","0.07"
"aconiers","aconier","NOM","m","p","0.07"
"acqua-toffana","acqua-toffana","NOM","f","s","0.07"
"acquitté","acquitté","NOM","m","s","0.07"
"acquittés","acquitté","NOM","m","p","0.07"
"acronyme","acronyme","NOM","m","s","0.07"
"acrotère","acrotère","NOM","m","s","0.07"
"action painting","action painting","NOM","f","s","0.07"
"actionnement","actionnement","NOM","m","s","0.07"
"activation","activation","NOM","f","s","0.07"
"activations","activation","NOM","f","p","0.07"
"actualisation","actualisation","NOM","f","s","0.07"
"acumen","acumen","NOM","m","s","0.07"
"acupuncteur","acupuncteur","NOM","m","s","0.07"
"addendum","addendum","NOM","m","s","0.07"
"addiction","addiction","NOM","f","s","0.07"
"adiposité","adiposité","NOM","f","s","0.07"
"adjutrice","adjutrice","NOM","f","s","0.07"
"adjuvants","adjuvant","NOM","m","p","0.07"
"admissibilité","admissibilité","NOM","f","s","0.07"
"admissible","admissible","NOM","","s","0.07"
"admissibles","admissible","NOM","","p","0.07"
"admixtion","admixtion","NOM","f","s","0.07"
"adonies","adonies","NOM","f","p","0.07"
"adoptant","adoptant","NOM","m","s","0.07"
"adret","adret","NOM","m","s","0.07"
"adulateur","adulateur","NOM","m","s","0.07"
"adultération","adultération","NOM","f","s","0.07"
"adénome","adénome","NOM","m","s","0.07"
"aegipans","aegipan","NOM","m","p","0.07"
"affairisme","affairisme","NOM","m","s","0.07"
"affinage","affinage","NOM","m","s","0.07"
"affiquets","affiquet","NOM","m","p","0.07"
"affréteur","affréteur","NOM","m","s","0.07"
"affusions","affusion","NOM","f","p","0.07"
"affûteur","affûteur","NOM","m","s","0.07"
"afro-cubain","afro-cubain","NOM","m","s","0.07"
"afro-cubaine","afro-cubain","NOM","f","s","0.07"
"agaceur","agaceur","NOM","m","s","0.07"
"agami","agami","NOM","m","s","0.07"
"agapanthe","agapanthe","NOM","f","s","0.07"
"agapanthes","agapanthe","NOM","f","p","0.07"
"agar-agar","agar-agar","NOM","m","s","0.07"
"agasses","agasse","NOM","f","p","0.07"
"aggiornamento","aggiornamento","NOM","m","s","0.07"
"agglo","agglo","NOM","m","s","0.07"
"agglutinement","agglutinement","NOM","m","s","0.07"
"agglutinogène","agglutinogène","NOM","m","s","0.07"
"aggravée","aggravée","NOM","f","s","0.07"
"aghas","agha","NOM","m","p","0.07"
"agios","agio","NOM","m","p","0.07"
"agioteur","agioteur","NOM","m","s","0.07"
"agnat","agnat","NOM","m","s","0.07"
"agnathes","agnathe","NOM","m","p","0.07"
"agnelage","agnelage","NOM","m","s","0.07"
"agnelet","agnelet","NOM","m","s","0.07"
"agneline","agneline","NOM","f","s","0.07"
"agnus-dei","agnus-dei","NOM","m","","0.07"
"agoraphobe","agoraphobe","NOM","","s","0.07"
"agoraphobes","agoraphobe","NOM","","p","0.07"
"agoraphobie","agoraphobie","NOM","f","s","0.07"
"agrainage","agrainage","NOM","m","s","0.07"
"agrippement","agrippement","NOM","m","s","0.07"
"agronomie","agronomie","NOM","f","s","0.07"
"agrovilles","agroville","NOM","f","p","0.07"
"agrégative","agrégative","NOM","f","s","0.07"
"agréé","agréé","NOM","m","s","0.07"
"aide-comptable","aide-comptable","NOM","m","s","0.07"
"aide-jardinier","aide-jardinier","NOM","m","s","0.07"
"aide-pharmacien","aide-pharmacien","NOM","","s","0.07"
"aiglefin","aiglefin","NOM","m","s","0.07"
"aiguisoir","aiguisoir","NOM","m","s","0.07"
"aimeuse","aimeur","NOM","f","s","0.07"
"ajaccienne","ajaccienne","NOM","f","s","0.07"
"ajax","ajax","NOM","m","s","0.07"
"ajusture","ajusture","NOM","f","s","0.07"
"alabandines","alabandine","NOM","f","p","0.07"
"alaise","alaise","NOM","f","s","0.07"
"alarmisme","alarmisme","NOM","m","s","0.07"
"albertine","albertine","NOM","f","s","0.07"
"alboche","alboche","NOM","","s","0.07"
"albugo","albugo","NOM","m","s","0.07"
"albène","albène","NOM","m","s","0.07"
"alcoomètre","alcoomètre","NOM","m","s","0.07"
"alcoran","alcoran","NOM","m","s","0.07"
"alcées","alcée","NOM","f","p","0.07"
"aldéhyde","aldéhyde","NOM","m","s","0.07"
"alfénides","alfénide","NOM","m","p","0.07"
"alidade","alidade","NOM","f","s","0.07"
"alise","alise","NOM","f","s","0.07"
"alises","alise","NOM","f","p","0.07"
"alisier","alisier","NOM","m","s","0.07"
"allobarbital","allobarbital","NOM","m","","0.07"
"allumoir","allumoir","NOM","m","s","0.07"
"alopécie","alopécie","NOM","f","s","0.07"
"alphabétisation","alphabétisation","NOM","f","s","0.07"
"altruiste","altruiste","NOM","","s","0.07"
"altuglas","altuglas","NOM","m","","0.07"
"alèze","alèze","NOM","f","s","0.07"
"amandine","amandine","NOM","f","s","0.07"
"amandines","amandine","NOM","f","p","0.07"
"amaurose","amaurose","NOM","f","s","0.07"
"amboine","amboine","NOM","","s","0.07"
"ambon","ambon","NOM","m","s","0.07"
"amenée","amenée","NOM","f","s","0.07"
"amicales","amical","NOM","f","p","0.07"
"amicalités","amicalité","NOM","f","p","0.07"
"amnistié","amnistié","NOM","m","s","0.07"
"amnistiée","amnistié","NOM","f","s","0.07"
"amoindrissement","amoindrissement","NOM","m","s","0.07"
"amok","amok","NOM","m","s","0.07"
"amoralité","amoralité","NOM","f","s","0.07"
"amorçage","amorçage","NOM","m","s","0.07"
"amorçoir","amorçoir","NOM","m","s","0.07"
"amour-goût","amour-goût","NOM","m","s","0.07"
"amphitrite","amphitrite","NOM","f","s","0.07"
"amphitryon","amphitryon","NOM","m","s","0.07"
"ampère","ampère","NOM","m","s","0.07"
"ampères","ampère","NOM","m","p","0.07"
"ampélopsis","ampélopsis","NOM","m","","0.07"
"américanisation","américanisation","NOM","f","s","0.07"
"américanité","américanité","NOM","f","s","0.07"
"anacoluthe","anacoluthe","NOM","f","s","0.07"
"analgésique","analgésique","NOM","m","s","0.07"
"analgésiques","analgésique","NOM","m","p","0.07"
"analytique","analytique","NOM","f","s","0.07"
"anamnèse","anamnèse","NOM","f","s","0.07"
"anarcho-syndicalisme","anarcho-syndicalisme","NOM","m","s","0.07"
"anarcho-syndicalistes","anarcho-syndicaliste","NOM","","p","0.07"
"anas","anas","NOM","m","","0.07"
"anastomose","anastomose","NOM","f","s","0.07"
"anastomoses","anastomose","NOM","f","p","0.07"
"anatidés","anatidé","NOM","m","p","0.07"
"anatifes","anatife","NOM","m","p","0.07"
"ancestralité","ancestralité","NOM","f","s","0.07"
"anchilops","anchilops","NOM","m","","0.07"
"anchoïade","anchoïade","NOM","f","s","0.07"
"ancolie","ancolie","NOM","f","s","0.07"
"androgynie","androgynie","NOM","f","s","0.07"
"androïde","androïde","NOM","m","s","0.07"
"androïdes","androïde","NOM","m","p","0.07"
"anglican","anglican","NOM","m","s","0.07"
"anglicane","anglican","NOM","f","s","0.07"
"anglicans","anglican","NOM","m","p","0.07"
"anglicisation","anglicisation","NOM","f","s","0.07"
"anglicismes","anglicisme","NOM","m","p","0.07"
"anglo-arabe","anglo-arabe","NOM","m","s","0.07"
"anglomanie","anglomanie","NOM","f","s","0.07"
"anglophobes","anglophobe","NOM","","p","0.07"
"anglophobie","anglophobie","NOM","f","s","0.07"
"anglophones","anglophone","NOM","","p","0.07"
"anguillules","anguillule","NOM","f","p","0.07"
"anguis","anguis","NOM","m","","0.07"
"angulosité","angulosité","NOM","f","s","0.07"
"anhydride","anhydride","NOM","m","s","0.07"
"anhélations","anhélation","NOM","f","p","0.07"
"animal-roi","animal-roi","NOM","m","s","0.07"
"animalerie","animalerie","NOM","f","s","0.07"
"animisme","animisme","NOM","m","s","0.07"
"anisé","anisé","NOM","m","s","0.07"
"ankh","ankh","NOM","m","s","0.07"
"annelets","annelet","NOM","m","p","0.07"
"annelures","annelure","NOM","f","p","0.07"
"annihilation","annihilation","NOM","f","s","0.07"
"anomoure","anomoure","NOM","m","s","0.07"
"anti-agression","anti-agression","NOM","f","s","0.07"
"anti-apartheid","anti-apartheid","NOM","m","s","0.07"
"anti-aérien","anti-aérien","NOM","m","s","0.07"
"anti-bison","anti-bison","NOM","m","s","0.07"
"anti-blouson","anti-blouson","NOM","m","s","0.07"
"anti-bombe","anti-bombe","NOM","f","s","0.07"
"anti-bombes","anti-bombe","NOM","f","p","0.07"
"anti-brouillard","anti-brouillard","NOM","m","s","0.07"
"anti-chiens","anti-chien","NOM","m","p","0.07"
"anti-cité","anti-cité","NOM","f","s","0.07"
"anti-civilisation","anti-civilisation","NOM","f","s","0.07"
"anti-débauche","anti-débauche","NOM","f","s","0.07"
"anti-existence","anti-existence","NOM","f","s","0.07"
"anti-flingage","anti-flingage","NOM","m","s","0.07"
"anti-flip","anti-flip","NOM","m","s","0.07"
"anti-frigo","anti-frigo","NOM","m","s","0.07"
"anti-féministe","anti-féministe","NOM","","s","0.07"
"anti-hannetons","anti-hanneton","NOM","m","p","0.07"
"anti-inflammatoire","anti-inflammatoire","NOM","m","s","0.07"
"anti-insecte","anti-insecte","NOM","m","s","0.07"
"anti-insectes","anti-insecte","NOM","m","p","0.07"
"anti-instinct","anti-instinct","NOM","m","s","0.07"
"anti-japon","anti-japon","NOM","m","s","0.07"
"anti-mafia","anti-mafia","NOM","f","s","0.07"
"anti-manoir","anti-manoir","NOM","m","s","0.07"
"anti-monde","anti-monde","NOM","m","s","0.07"
"anti-moustique","anti-moustique","NOM","m","s","0.07"
"anti-moustiques","anti-moustique","NOM","m","p","0.07"
"anti-origine","anti-origine","NOM","f","s","0.07"
"anti-panache","anti-panache","NOM","m","s","0.07"
"anti-pasteur","anti-pasteur","NOM","m","s","0.07"
"anti-poisse","anti-poisse","NOM","f","s","0.07"
"anti-progressistes","anti-progressiste","NOM","","p","0.07"
"anti-pub","anti-pub","NOM","","s","0.07"
"anti-rapt","anti-rapt","NOM","m","s","0.07"
"anti-reflets","anti-reflet","NOM","m","p","0.07"
"anti-romain","anti-romain","NOM","m","s","0.07"
"anti-société","anti-société","NOM","f","s","0.07"
"anti-tapisserie","anti-tapisserie","NOM","f","s","0.07"
"antiaméricanisme","antiaméricanisme","NOM","m","s","0.07"
"anticatalyseurs","anticatalyseur","NOM","m","p","0.07"
"antichristianisme","antichristianisme","NOM","m","s","0.07"
"anticolonialisme","anticolonialisme","NOM","m","s","0.07"
"anticonformisme","anticonformisme","NOM","m","s","0.07"
"anticyclone","anticyclone","NOM","m","s","0.07"
"antidreyfusard","antidreyfusard","NOM","m","s","0.07"
"antidreyfusards","antidreyfusard","NOM","m","p","0.07"
"antidreyfusisme","antidreyfusisme","NOM","m","s","0.07"
"antidérapant","antidérapant","NOM","m","s","0.07"
"antifading","antifading","NOM","m","s","0.07"
"antifascisme","antifascisme","NOM","m","s","0.07"
"antiféminisme","antiféminisme","NOM","m","s","0.07"
"antigermanisme","antigermanisme","NOM","m","s","0.07"
"antimilitariste","antimilitariste","NOM","","s","0.07"
"antipoisons","antipoison","NOM","m","p","0.07"
"antiquailleries","antiquaillerie","NOM","f","p","0.07"
"antisepsie","antisepsie","NOM","f","s","0.07"
"antisoviétisme","antisoviétisme","NOM","m","s","0.07"
"antistaliniens","antistalinien","NOM","m","p","0.07"
"antitout","antitout","NOM","m","s","0.07"
"antonomase","antonomase","NOM","f","s","0.07"
"anévrisme","anévrisme","NOM","m","s","0.07"
"anévrismes","anévrisme","NOM","m","p","0.07"
"aoriste","aoriste","NOM","m","s","0.07"
"aouls","aoul","NOM","m","p","0.07"
"aoûtien","aoûtien","NOM","m","s","0.07"
"apartheid","apartheid","NOM","m","s","0.07"
"apax","apax","NOM","m","","0.07"
"apex","apex","NOM","m","","0.07"
"aphaniptères","aphaniptère","NOM","m","p","0.07"
"aphérèse","aphérèse","NOM","f","s","0.07"
"apiculteur","apiculteur","NOM","m","s","0.07"
"apiculteurs","apiculteur","NOM","m","p","0.07"
"apicultrice","apiculteur","NOM","f","s","0.07"
"apion","apion","NOM","m","s","0.07"
"apolitique","apolitique","NOM","","s","0.07"
"apolitiques","apolitique","NOM","","p","0.07"
"apolitisme","apolitisme","NOM","m","s","0.07"
"aponévroses","aponévrose","NOM","f","p","0.07"
"apostume","apostume","NOM","m","s","0.07"
"apothicairerie","apothicairerie","NOM","f","s","0.07"
"apparentement","apparentement","NOM","m","s","0.07"
"appartement-roi","appartement-roi","NOM","m","s","0.07"
"appeleur","appeleur","NOM","m","s","0.07"
"appesantissement","appesantissement","NOM","m","s","0.07"
"appoggiature","appoggiature","NOM","f","s","0.07"
"appoggiatures","appoggiature","NOM","f","p","0.07"
"après-déjeuner","après-déjeuner","NOM","m","s","0.07"
"après-mort","après-mort","NOM","f","s","0.07"
"après-repas","après-repas","NOM","m","","0.07"
"après-shampooing","après-shampooing","NOM","m","s","0.07"
"aquaplane","aquaplane","NOM","m","s","0.07"
"araigne","araigne","NOM","f","s","0.07"
"araignée-crabe","araignée-crabe","NOM","f","s","0.07"
"arak","arak","NOM","m","s","0.07"
"aralia","aralia","NOM","m","s","0.07"
"araucan","araucan","NOM","m","s","0.07"
"arbois","arbois","NOM","","s","0.07"
"arboriculture","arboriculture","NOM","f","s","0.07"
"arborisations","arborisation","NOM","f","p","0.07"
"arbres-refuges","arbres-refuge","NOM","m","p","0.07"
"arc-boutement","arc-boutement","NOM","m","s","0.07"
"arcatures","arcature","NOM","f","p","0.07"
"archaïsant","archaïsant","NOM","m","s","0.07"
"archi-morts","archi-mort","NOM","f","p","0.07"
"archi-méfiance","archi-méfiance","NOM","f","s","0.07"
